OBS,solar.time,UTC,MST,battery,water.temp,DO.obs,DO.sat,Q
1514,1595581860,           2020-07-24 09:11:00,           2020-07-24 03:11:00,3.08,17.055,6.91,71.579163,0.973
1515,1595582460,           2020-07-24 09:21:00,           2020-07-24 03:21:00,3.08,17.004,6.907,71.47202,0.973
1516,1595583060,           2020-07-24 09:31:00,           2020-07-24 03:31:00,3.08,16.962,6.908,71.419727,0.973
1517,1595583660,           2020-07-24 09:41:00,           2020-07-24 03:41:00,3.08,16.928,6.899,71.276044,0.973
1518,1595584260,           2020-07-24 09:51:00,           2020-07-24 03:51:00,3.08,16.902,6.9,71.247654,0.973
1519,1595584860,           2020-07-24 10:01:00,           2020-07-24 04:01:00,3.08,16.851,6.908,71.25423,0.973
1520,1595585460,           2020-07-24 10:11:00,           2020-07-24 04:11:00,3.08,16.809,6.909,71.201935,0.973
1521,1595586060,           2020-07-24 10:21:00,           2020-07-24 04:21:00,3.08,16.767,6.916,71.211412,0.973
1522,1595586660,           2020-07-24 10:31:00,           2020-07-24 04:31:00,3.08,16.724,6.927,71.26043,0.973
1523,1595587260,           2020-07-24 10:41:00,           2020-07-24 04:41:00,3.08,16.699,6.933,71.284776,0.974
1524,1595587860,           2020-07-24 10:51:00,           2020-07-24 04:51:00,3.08,16.656,6.938,71.271857,0.974
1525,1595588460,           2020-07-24 11:01:00,           2020-07-24 05:01:00,3.08,16.622,6.936,71.20047,0.973
1526,1595589060,           2020-07-24 11:11:00,           2020-07-24 05:11:00,3.08,16.597,6.94,71.204131,0.974
1527,1595589660,           2020-07-24 11:21:00,           2020-07-24 05:21:00,3.08,16.537,6.938,71.093892,0.973
1528,1595590260,           2020-07-24 11:31:00,           2020-07-24 05:31:00,3.08,16.529,6.935,71.051196,0.973
1529,1595590860,           2020-07-24 11:41:00,           2020-07-24 05:41:00,3.08,16.478,6.946,71.087565,0.974
1530,1595591460,           2020-07-24 11:51:00,           2020-07-24 05:51:00,3.08,16.452,6.943,71.017973,0.973
1531,1595592060,           2020-07-24 12:01:00,           2020-07-24 06:01:00,3.08,16.41,6.95,71.026698,0.973
1532,1595592660,           2020-07-24 12:11:00,           2020-07-24 06:11:00,3.08,16.376,6.95,70.975807,0.973
1533,1595593260,           2020-07-24 12:21:00,           2020-07-24 06:21:00,3.08,16.308,6.96,70.976023,0.973
1534,1595593860,           2020-07-24 12:31:00,           2020-07-24 06:31:00,3.08,16.273,6.967,70.994913,0.973
1535,1595594460,           2020-07-24 12:41:00,           2020-07-24 06:41:00,3.08,16.231,6.985,71.115191,0.973
1536,1595595060,           2020-07-24 12:51:00,           2020-07-24 06:51:00,3.08,16.222,6.996,71.213633,0.974
1537,1595595660,           2020-07-24 13:01:00,           2020-07-24 07:01:00,3.08,16.188,7.011,71.315024,0.973
1538,1595596260,           2020-07-24 13:11:00,           2020-07-24 07:11:00,3.08,16.154,7.034,71.497519,0.973
1539,1595596860,           2020-07-24 13:21:00,           2020-07-24 07:21:00,3.08,16.146,7.048,71.627692,0.973
1540,1595597460,           2020-07-24 13:31:00,           2020-07-24 07:31:00,3.08,16.12,7.072,71.832044,0.973
1541,1595598060,           2020-07-24 13:41:00,           2020-07-24 07:41:00,3.08,16.095,7.106,72.139176,0.973
1542,1595598660,           2020-07-24 13:51:00,           2020-07-24 07:51:00,3.08,16.069,7.134,72.383534,0.973
1543,1595599260,           2020-07-24 14:01:00,           2020-07-24 08:01:00,3.08,16.026,7.184,72.824416,0.973
1544,1595599860,           2020-07-24 14:11:00,           2020-07-24 08:11:00,3.08,16.095,7.223,73.326945,0.971
1545,1595600460,           2020-07-24 14:21:00,           2020-07-24 08:21:00,3.08,16.06,7.267,73.718923,0.971
1546,1595601060,           2020-07-24 14:31:00,           2020-07-24 08:31:00,3.08,16.095,7.332,74.433498,0.971
1547,1595601660,           2020-07-24 14:41:00,           2020-07-24 08:41:00,3.08,16.137,7.402,75.211005,0.971
1548,1595602260,           2020-07-24 14:51:00,           2020-07-24 08:51:00,3.08,16.197,7.462,75.916991,0.971
1549,1595602860,           2020-07-24 15:01:00,           2020-07-24 09:01:00,3.08,16.256,7.536,76.765544,0.971
1550,1595603460,           2020-07-24 15:11:00,           2020-07-24 09:11:00,3.08,16.316,7.596,77.474846,0.97
1551,1595604060,           2020-07-24 15:21:00,           2020-07-24 09:21:00,3.08,16.384,7.664,78.280626,0.969
1552,1595604660,           2020-07-24 15:31:00,           2020-07-24 09:31:00,3.08,16.444,7.737,79.12624,0.969
1553,1595605260,           2020-07-24 15:41:00,           2020-07-24 09:41:00,3.08,16.512,7.815,80.038437,0.969
1554,1595605860,           2020-07-24 15:51:00,           2020-07-24 09:51:00,3.08,16.571,7.894,80.947896,0.968
1555,1595606460,           2020-07-24 16:01:00,           2020-07-24 10:01:00,3.08,16.673,7.974,81.943582,0.968
1556,1595607060,           2020-07-24 16:11:00,           2020-07-24 10:11:00,3.08,16.758,8.03,82.666256,0.969
1557,1595607660,           2020-07-24 16:21:00,           2020-07-24 10:21:00,3.08,16.843,8.087,83.401349,0.968
1558,1595608260,           2020-07-24 16:31:00,           2020-07-24 10:31:00,3.08,16.885,8.17,84.331377,0.969
1559,1595608860,           2020-07-24 16:41:00,           2020-07-24 10:41:00,3.08,17.012,8.228,85.155631,0.968
1560,1595609460,           2020-07-24 16:51:00,           2020-07-24 10:51:00,3.08,17.148,8.31,86.24839,0.968
1561,1595610060,           2020-07-24 17:01:00,           2020-07-24 11:01:00,3.08,17.258,8.379,87.163707,0.968
1562,1595610660,           2020-07-24 17:11:00,           2020-07-24 11:11:00,3.08,17.249,8.411,87.480229,0.97
1563,1595611260,           2020-07-24 17:21:00,           2020-07-24 11:21:00,3.08,17.241,8.474,88.120821,0.969
1564,1595611860,           2020-07-24 17:31:00,           2020-07-24 11:31:00,3.08,17.317,8.509,88.624575,0.967
1565,1595612460,           2020-07-24 17:41:00,           2020-07-24 11:41:00,3.08,17.368,8.531,88.947787,0.969
1566,1595613060,           2020-07-24 17:51:00,           2020-07-24 11:51:00,3.08,17.436,8.594,89.731041,0.97
1567,1595613660,           2020-07-24 18:01:00,           2020-07-24 12:01:00,3.08,17.427,8.668,90.48681,0.97
1568,1595614260,           2020-07-24 18:11:00,           2020-07-24 12:11:00,3.08,17.537,8.739,91.435962,0.967
1569,1595614860,           2020-07-24 18:21:00,           2020-07-24 12:21:00,3.08,17.672,8.807,92.404796,0.966
1570,1595615460,           2020-07-24 18:31:00,           2020-07-24 12:31:00,3.08,17.874,8.88,93.559259,0.966
1571,1595616060,           2020-07-24 18:41:00,           2020-07-24 12:41:00,3.08,18.035,8.945,94.556265,0.968
1572,1595616660,           2020-07-24 18:51:00,           2020-07-24 12:51:00,3.08,18.085,9.007,95.309319,0.97
1573,1595617260,           2020-07-24 19:01:00,           2020-07-24 13:01:00,3.08,18.186,9.072,96.195888,0.971
1574,1595617860,           2020-07-24 19:11:00,           2020-07-24 13:11:00,3.08,18.38,9.141,97.312443,0.969
1575,1595618460,           2020-07-24 19:21:00,           2020-07-24 13:21:00,3.08,18.514,9.184,98.037498,0.97
1576,1595619060,           2020-07-24 19:31:00,           2020-07-24 13:31:00,3.07,18.707,9.224,98.851399,0.969
1577,1595619660,           2020-07-24 19:41:00,           2020-07-24 13:41:00,3.07,18.917,9.264,99.703224,0.968
1578,1595620260,           2020-07-24 19:51:00,           2020-07-24 13:51:00,3.08,19.026,9.291,100.214227,0.969
1579,1595620860,           2020-07-24 20:01:00,           2020-07-24 14:01:00,3.08,19.085,9.322,100.668344,0.969
1580,1595621460,           2020-07-24 20:11:00,           2020-07-24 14:11:00,3.08,19.311,9.39,101.864975,0.968
1581,1595622060,           2020-07-24 20:21:00,           2020-07-24 14:21:00,3.08,19.437,9.42,102.449167,0.969
1582,1595622660,           2020-07-24 20:31:00,           2020-07-24 14:31:00,3.08,19.638,9.464,103.342655,0.968
1583,1595623260,           2020-07-24 20:41:00,           2020-07-24 14:41:00,3.07,19.839,9.506,104.218406,0.968
1584,1595623860,           2020-07-24 20:51:00,           2020-07-24 14:51:00,3.07,19.923,9.537,104.733262,0.97
1585,1595624460,           2020-07-24 21:01:00,           2020-07-24 15:01:00,3.08,20.082,9.562,105.340064,0.969
1586,1595625060,           2020-07-24 21:11:00,           2020-07-24 15:11:00,3.08,20.073,9.546,105.145018,0.97
1587,1595625660,           2020-07-24 21:21:00,           2020-07-24 15:21:00,3.07,20.031,9.513,104.694204,0.972
1588,1595626260,           2020-07-24 21:31:00,           2020-07-24 15:31:00,3.07,20.006,9.499,104.488228,0.971
1589,1595626860,           2020-07-24 21:41:00,           2020-07-24 15:41:00,3.08,20.123,9.508,104.830397,0.968
1590,1595627460,           2020-07-24 21:51:00,           2020-07-24 15:51:00,3.08,20.165,9.49,104.719092,0.97
1591,1595628060,           2020-07-24 22:01:00,           2020-07-24 16:01:00,3.08,20.165,9.473,104.531503,0.97
1592,1595628660,           2020-07-24 22:11:00,           2020-07-24 16:11:00,3.08,20.123,9.468,104.389378,0.97
1593,1595629260,           2020-07-24 22:21:00,           2020-07-24 16:21:00,3.08,20.09,9.435,103.957465,0.971
1594,1595629860,           2020-07-24 22:31:00,           2020-07-24 16:31:00,3.07,20.04,9.366,103.094837,0.971
1595,1595630460,           2020-07-24 22:41:00,           2020-07-24 16:41:00,3.08,20.065,9.359,103.068928,0.97
1596,1595631060,           2020-07-24 22:51:00,           2020-07-24 16:51:00,3.08,20.165,9.33,102.953544,0.97
1597,1595631660,           2020-07-24 23:01:00,           2020-07-24 17:01:00,3.08,20.257,9.304,102.853858,0.97
1598,1595632260,           2020-07-24 23:11:00,           2020-07-24 17:11:00,3.08,20.358,9.294,102.948698,0.97
1599,1595632860,           2020-07-24 23:21:00,           2020-07-24 17:21:00,3.08,20.399,9.262,102.677349,0.971
1600,1595633460,           2020-07-24 23:31:00,           2020-07-24 17:31:00,3.08,20.424,9.225,102.317653,0.972
1601,1595634060,           2020-07-24 23:41:00,           2020-07-24 17:41:00,3.08,20.449,9.196,102.046332,0.972
1602,1595634660,           2020-07-24 23:51:00,           2020-07-24 17:51:00,3.08,20.458,9.161,101.675994,0.972
1603,1595635260,           2020-07-25 00:01:00,           2020-07-24 18:01:00,3.07,20.475,9.136,101.432528,0.972
1604,1595635860,           2020-07-25 00:11:00,           2020-07-24 18:11:00,3.08,20.449,9.113,101.125296,0.972
1605,1595636460,           2020-07-25 00:21:00,           2020-07-24 18:21:00,3.07,20.466,9.092,100.926102,0.972
1606,1595637060,           2020-07-25 00:31:00,           2020-07-24 18:31:00,3.08,20.449,9.011,99.993421,0.972
1607,1595637660,           2020-07-25 00:41:00,           2020-07-24 18:41:00,3.08,20.441,8.915,98.912513,0.972
1608,1595638260,           2020-07-25 00:51:00,           2020-07-24 18:51:00,3.08,20.466,8.862,98.372978,0.972
1609,1595638860,           2020-07-25 01:01:00,           2020-07-24 19:01:00,3.07,20.475,8.809,97.802007,0.972
1610,1595639460,           2020-07-25 01:11:00,           2020-07-24 19:11:00,3.08,20.416,8.786,97.433167,0.973
1611,1595640060,           2020-07-25 01:21:00,           2020-07-24 19:21:00,3.08,20.366,8.708,96.472881,0.972
1612,1595640660,           2020-07-25 01:31:00,           2020-07-24 19:31:00,3.08,20.316,8.601,95.193358,0.971
1613,1595641260,           2020-07-25 01:41:00,           2020-07-24 19:41:00,3.08,20.249,8.495,93.895659,0.972
1614,1595641860,           2020-07-25 01:51:00,           2020-07-24 19:51:00,3.08,20.199,8.408,92.842089,0.972
1615,1595642460,           2020-07-25 02:01:00,           2020-07-24 20:01:00,3.08,20.14,8.302,91.564511,0.972
1616,1595643060,           2020-07-25 02:11:00,           2020-07-24 20:11:00,3.07,20.057,8.258,90.929379,0.972
1617,1595643660,           2020-07-25 02:21:00,           2020-07-24 20:21:00,3.07,20.015,8.191,90.116445,0.971
1618,1595644260,           2020-07-25 02:31:00,           2020-07-24 20:31:00,3.07,19.99,8.153,89.65383,0.972
1619,1595644860,           2020-07-25 02:41:00,           2020-07-24 20:41:00,3.07,19.956,8.093,88.933918,0.972
1620,1595645460,           2020-07-25 02:51:00,           2020-07-24 20:51:00,3.07,19.923,8.008,87.942116,0.972
1621,1595646060,           2020-07-25 03:01:00,           2020-07-24 21:01:00,3.07,19.881,7.93,87.012779,0.972
1622,1595646660,           2020-07-25 03:11:00,           2020-07-24 21:11:00,3.07,19.839,7.843,85.986215,0.973
1623,1595647260,           2020-07-25 03:21:00,           2020-07-24 21:21:00,3.07,19.78,7.752,84.888665,0.973
1624,1595647860,           2020-07-25 03:31:00,           2020-07-24 21:31:00,3.07,19.747,7.658,83.804138,0.972
1625,1595648460,           2020-07-25 03:41:00,           2020-07-24 21:41:00,3.07,19.697,7.576,82.824092,0.972
1626,1595649060,           2020-07-25 03:51:00,           2020-07-24 21:51:00,3.07,19.63,7.521,82.112833,0.972
1627,1595649660,           2020-07-25 04:01:00,           2020-07-24 22:01:00,3.07,19.613,7.455,81.364602,0.972
1628,1595650260,           2020-07-25 04:11:00,           2020-07-24 22:11:00,3.07,19.571,7.379,80.467511,0.972
1629,1595650860,           2020-07-25 04:21:00,           2020-07-24 22:21:00,3.07,19.529,7.309,79.637199,0.973
1630,1595651460,           2020-07-25 04:31:00,           2020-07-24 22:31:00,3.07,19.462,7.243,78.812237,0.973
1631,1595652060,           2020-07-25 04:41:00,           2020-07-24 22:41:00,3.07,19.429,7.18,78.075057,0.972
1632,1595652660,           2020-07-25 04:51:00,           2020-07-24 22:51:00,3.08,19.362,7.153,77.676976,0.973
1633,1595653260,           2020-07-25 05:01:00,           2020-07-24 23:01:00,3.08,19.303,7.125,77.281288,0.973
1634,1595653860,           2020-07-25 05:11:00,           2020-07-24 23:11:00,3.08,19.244,7.086,76.767172,0.973
1635,1595654460,           2020-07-25 05:21:00,           2020-07-24 23:21:00,3.08,19.177,7.046,76.230981,0.972
1636,1595655060,           2020-07-25 05:31:00,           2020-07-24 23:31:00,3.08,19.119,7.005,75.698909,0.973
1637,1595655660,           2020-07-25 05:41:00,           2020-07-24 23:41:00,3.08,19.043,6.958,75.075863,0.972
1638,1595656260,           2020-07-25 05:51:00,           2020-07-24 23:51:00,3.07,18.984,6.915,74.523087,0.972
1639,1595656860,           2020-07-25 06:01:00,           2020-07-25 00:01:00,3.07,18.934,6.871,73.974128,0.972
1640,1595657460,           2020-07-25 06:11:00,           2020-07-25 00:11:00,3.07,18.867,6.837,73.508407,0.972
1641,1595658060,           2020-07-25 06:21:00,           2020-07-25 00:21:00,3.07,18.8,6.801,73.02223,0.972
1642,1595658660,           2020-07-25 06:31:00,           2020-07-25 00:31:00,3.07,18.741,6.772,72.623966,0.972
1643,1595659260,           2020-07-25 06:41:00,           2020-07-25 00:41:00,3.07,18.674,6.748,72.268287,0.972
1644,1595659860,           2020-07-25 06:51:00,           2020-07-25 00:51:00,3.07,18.607,6.735,72.030979,0.973
1645,1595660460,           2020-07-25 07:01:00,           2020-07-25 01:01:00,3.07,18.573,6.699,71.596461,0.972
1646,1595661060,           2020-07-25 07:11:00,           2020-07-25 01:11:00,3.07,18.489,6.705,71.538218,0.973
1647,1595661660,           2020-07-25 07:21:00,           2020-07-25 01:21:00,3.08,18.43,6.7,71.39901,0.973
1648,1595662260,           2020-07-25 07:31:00,           2020-07-25 01:31:00,3.08,18.363,6.686,71.152544,0.972
1649,1595662860,           2020-07-25 07:41:00,           2020-07-25 01:41:00,3.08,18.262,6.691,71.059056,0.973
1650,1595663460,           2020-07-25 07:51:00,           2020-07-25 01:51:00,3.08,18.203,6.687,70.930959,0.973
1651,1595664060,           2020-07-25 08:01:00,           2020-07-25 02:01:00,3.08,18.119,6.686,70.798511,0.973
1652,1595664660,           2020-07-25 08:11:00,           2020-07-25 02:11:00,3.08,18.035,6.682,70.634429,0.972
1653,1595665260,           2020-07-25 08:21:00,           2020-07-25 02:21:00,3.08,17.959,6.692,70.629875,0.973
1654,1595665860,           2020-07-25 08:31:00,           2020-07-25 02:31:00,3.08,17.908,6.675,70.376665,0.972
1655,1595666460,           2020-07-25 08:41:00,           2020-07-25 02:41:00,3.07,17.824,6.688,70.391997,0.973
1656,1595667060,           2020-07-25 08:51:00,           2020-07-25 02:51:00,3.07,17.748,6.687,70.271386,0.973
1657,1595667660,           2020-07-25 09:01:00,           2020-07-25 03:01:00,3.07,17.664,6.688,70.160242,0.972
1658,1595668260,           2020-07-25 09:11:00,           2020-07-25 03:11:00,3.07,17.613,6.697,70.180717,0.973
1659,1595668860,           2020-07-25 09:21:00,           2020-07-25 03:21:00,3.07,17.537,6.696,70.060099,0.973
1660,1595669460,           2020-07-25 09:31:00,           2020-07-25 03:31:00,3.08,17.469,6.703,70.03472,0.973
1661,1595670060,           2020-07-25 09:41:00,           2020-07-25 03:41:00,3.08,17.393,6.713,70.028849,0.973
1662,1595670660,           2020-07-25 09:51:00,           2020-07-25 03:51:00,3.08,17.317,6.709,69.876868,0.973
1663,1595671260,           2020-07-25 10:01:00,           2020-07-25 04:01:00,3.08,17.241,6.726,69.943432,0.973
1664,1595671860,           2020-07-25 10:11:00,           2020-07-25 04:11:00,3.08,17.165,6.738,69.957558,0.973
1665,1595672460,           2020-07-25 10:21:00,           2020-07-25 04:21:00,3.08,17.097,6.737,69.848208,0.973
1666,1595673060,           2020-07-25 10:31:00,           2020-07-25 04:31:00,3.08,17.029,6.75,69.883859,0.973
1667,1595673660,           2020-07-25 10:41:00,           2020-07-25 04:41:00,3.08,16.962,6.769,69.982648,0.973
1668,1595674260,           2020-07-25 10:51:00,           2020-07-25 04:51:00,3.08,16.885,6.781,69.994011,0.973
1669,1595674860,           2020-07-25 11:01:00,           2020-07-25 05:01:00,3.08,16.809,6.799,70.06831,0.974
1670,1595675460,           2020-07-25 11:11:00,           2020-07-25 05:11:00,3.07,16.75,6.802,70.012656,0.973
1671,1595676060,           2020-07-25 11:21:00,           2020-07-25 05:21:00,3.07,16.682,6.815,70.046523,0.973
1672,1595676660,           2020-07-25 11:31:00,           2020-07-25 05:31:00,3.07,16.605,6.83,70.087314,0.974
1673,1595677260,           2020-07-25 11:41:00,           2020-07-25 05:41:00,3.08,16.537,6.839,70.079437,0.973
1674,1595677860,           2020-07-25 11:51:00,           2020-07-25 05:51:00,3.08,16.469,6.846,70.050859,0.973
1675,1595678460,           2020-07-25 12:01:00,           2020-07-25 06:01:00,3.08,16.427,6.858,70.1116,0.973
1676,1595679060,           2020-07-25 12:11:00,           2020-07-25 06:11:00,3.08,16.367,6.87,70.145504,0.974
1677,1595679660,           2020-07-25 12:21:00,           2020-07-25 06:21:00,3.08,16.325,6.876,70.144582,0.973
1678,1595680260,           2020-07-25 12:31:00,           2020-07-25 06:31:00,3.08,16.273,6.895,70.261221,0.973
1679,1595680860,           2020-07-25 12:41:00,           2020-07-25 06:41:00,3.08,16.231,6.916,70.412693,0.973
1680,1595681460,           2020-07-25 12:51:00,           2020-07-25 06:51:00,3.08,16.188,6.934,70.531789,0.973
1681,1595682060,           2020-07-25 13:01:00,           2020-07-25 07:01:00,3.08,16.163,6.958,70.738486,0.973
1682,1595682660,           2020-07-25 13:11:00,           2020-07-25 07:11:00,3.08,16.103,7.006,71.136045,0.973
1683,1595683260,           2020-07-25 13:21:00,           2020-07-25 07:21:00,3.08,16.069,7.028,71.308029,0.973
1684,1595683860,           2020-07-25 13:31:00,           2020-07-25 07:31:00,3.08,16.009,7.066,71.602417,0.973
1685,1595684460,           2020-07-25 13:41:00,           2020-07-25 07:41:00,3.08,15.984,7.109,71.99994,0.972
1686,1595685060,           2020-07-25 13:51:00,           2020-07-25 07:51:00,3.08,15.958,7.17,72.577671,0.973
1687,1595685660,           2020-07-25 14:01:00,           2020-07-25 08:01:00,3.08,15.95,7.212,72.99041,0.971
1688,1595686260,           2020-07-25 14:11:00,           2020-07-25 08:11:00,3.08,15.958,7.28,73.691136,0.972
1689,1595686860,           2020-07-25 14:21:00,           2020-07-25 08:21:00,3.08,15.967,7.343,74.343055,0.972
1690,1595687460,           2020-07-25 14:31:00,           2020-07-25 08:31:00,3.08,15.992,7.402,74.980175,0.971
1691,1595688060,           2020-07-25 14:41:00,           2020-07-25 08:41:00,3.08,16.035,7.456,75.596117,0.971
1692,1595688660,           2020-07-25 14:51:00,           2020-07-25 08:51:00,3.08,16.043,7.514,76.197104,0.97
1693,1595689260,           2020-07-25 15:01:00,           2020-07-25 09:01:00,3.08,16.095,7.598,77.133895,0.971
1694,1595689860,           2020-07-25 15:11:00,           2020-07-25 09:11:00,3.08,16.129,7.663,77.849812,0.97
1695,1595690460,           2020-07-25 15:21:00,           2020-07-25 09:21:00,3.08,16.18,7.739,78.706827,0.97
1696,1595691060,           2020-07-25 15:31:00,           2020-07-25 09:31:00,3.08,16.248,7.822,79.665417,0.97
1697,1595691660,           2020-07-25 15:41:00,           2020-07-25 09:41:00,3.08,16.316,7.894,80.514275,0.97
1698,1595692260,           2020-07-25 15:51:00,           2020-07-25 09:51:00,3.08,16.359,7.959,81.250927,0.969
1699,1595692860,           2020-07-25 16:01:00,           2020-07-25 10:01:00,3.08,16.435,8.034,82.148081,0.969
1700,1595693460,           2020-07-25 16:11:00,           2020-07-25 10:11:00,3.08,16.503,8.094,82.880159,0.969
1701,1595694060,           2020-07-25 16:21:00,           2020-07-25 10:21:00,3.07,16.605,8.167,83.807188,0.969
1702,1595694660,           2020-07-25 16:31:00,           2020-07-25 10:31:00,3.07,16.682,8.242,84.713638,0.968
1703,1595695260,           2020-07-25 16:41:00,           2020-07-25 10:41:00,3.07,16.792,8.323,85.74364,0.968
1704,1595695860,           2020-07-25 16:51:00,           2020-07-25 10:51:00,3.08,16.877,8.408,86.773515,0.968
1705,1595696460,           2020-07-25 17:01:00,           2020-07-25 11:01:00,3.08,16.995,8.474,87.670502,0.968
1706,1595697060,           2020-07-25 17:11:00,           2020-07-25 11:11:00,3.08,17.097,8.539,88.531074,0.968
1707,1595697660,           2020-07-25 17:21:00,           2020-07-25 11:21:00,3.08,17.199,8.614,89.498489,0.968
1708,1595698260,           2020-07-25 17:31:00,           2020-07-25 11:31:00,3.08,17.3,8.693,90.509058,0.968
1709,1595698860,           2020-07-25 17:41:00,           2020-07-25 11:41:00,3.07,17.427,8.749,91.332383,0.967
1710,1595699460,           2020-07-25 17:51:00,           2020-07-25 11:51:00,3.07,17.52,8.825,92.303315,0.967
1711,1595700060,           2020-07-25 18:01:00,           2020-07-25 12:01:00,3.07,17.647,8.894,93.269478,0.967
1712,1595700660,           2020-07-25 18:11:00,           2020-07-25 12:11:00,3.07,17.773,8.974,94.353276,0.967
1713,1595701260,           2020-07-25 18:21:00,           2020-07-25 12:21:00,3.07,17.891,9.037,95.246695,0.967
1714,1595701860,           2020-07-25 18:31:00,           2020-07-25 12:31:00,3.08,18.009,9.111,96.259665,0.967
1715,1595702460,           2020-07-25 18:41:00,           2020-07-25 12:41:00,3.08,18.136,9.177,97.209721,0.967
1716,1595703060,           2020-07-25 18:51:00,           2020-07-25 12:51:00,3.08,18.253,9.229,97.99483,0.967
1717,1595703660,           2020-07-25 19:01:00,           2020-07-25 13:01:00,3.07,18.396,9.272,98.739244,0.967
1718,1595704260,           2020-07-25 19:11:00,           2020-07-25 13:11:00,3.07,18.497,9.346,99.732302,0.968
1719,1595704860,           2020-07-25 19:21:00,           2020-07-25 13:21:00,3.07,18.623,9.386,100.416124,0.967
1720,1595705460,           2020-07-25 19:31:00,           2020-07-25 13:31:00,3.07,18.758,9.441,101.281632,0.968
1721,1595706060,           2020-07-25 19:41:00,           2020-07-25 13:41:00,3.07,18.875,9.481,101.95203,0.968
1722,1595706660,           2020-07-25 19:51:00,           2020-07-25 13:51:00,3.07,18.993,9.545,102.885345,0.968
1723,1595707260,           2020-07-25 20:01:00,           2020-07-25 14:01:00,3.08,19.11,9.577,103.474228,0.968
1724,1595707860,           2020-07-25 20:11:00,           2020-07-25 14:11:00,3.08,19.244,9.61,104.111279,0.968
1725,1595708460,           2020-07-25 20:21:00,           2020-07-25 14:21:00,3.08,19.345,9.637,104.615906,0.967
1726,1595709060,           2020-07-25 20:31:00,           2020-07-25 14:31:00,3.07,19.462,9.663,105.144643,0.967
1727,1595709660,           2020-07-25 20:41:00,           2020-07-25 14:41:00,3.07,19.613,9.682,105.670299,0.967
1728,1595710260,           2020-07-25 20:51:00,           2020-07-25 14:51:00,3.07,19.722,9.707,106.174074,0.967
1729,1595710860,           2020-07-25 21:01:00,           2020-07-25 15:01:00,3.07,19.831,9.728,106.635292,0.968
1730,1595711460,           2020-07-25 21:11:00,           2020-07-25 15:11:00,3.07,19.948,9.734,106.94984,0.968
1731,1595712060,           2020-07-25 21:21:00,           2020-07-25 15:21:00,3.07,20.031,9.742,107.214437,0.967
1732,1595712660,           2020-07-25 21:31:00,           2020-07-25 15:31:00,3.07,20.123,9.774,107.763179,0.968
1733,1595713260,           2020-07-25 21:41:00,           2020-07-25 15:41:00,3.07,20.207,9.768,107.876454,0.968
1734,1595713860,           2020-07-25 21:51:00,           2020-07-25 15:51:00,3.07,20.299,9.759,107.973464,0.968
1735,1595714460,           2020-07-25 22:01:00,           2020-07-25 16:01:00,3.07,20.374,9.752,108.056066,0.968
1736,1595715060,           2020-07-25 22:11:00,           2020-07-25 16:11:00,3.07,20.449,9.774,108.460292,0.969
1737,1595715660,           2020-07-25 22:21:00,           2020-07-25 16:21:00,3.07,20.516,9.741,108.236996,0.968
1738,1595716260,           2020-07-25 22:31:00,           2020-07-25 16:31:00,3.07,20.575,9.722,108.151499,0.968
1739,1595716860,           2020-07-25 22:41:00,           2020-07-25 16:41:00,3.07,20.625,9.724,108.280252,0.969
1740,1595717460,           2020-07-25 22:51:00,           2020-07-25 16:51:00,3.07,20.658,9.711,108.205702,0.969
1741,1595718060,           2020-07-25 23:01:00,           2020-07-25 17:01:00,3.07,20.692,9.705,108.211149,0.969
1742,1595718660,           2020-07-25 23:11:00,           2020-07-25 17:11:00,3.07,20.725,9.683,108.035874,0.969
1743,1595719260,           2020-07-25 23:21:00,           2020-07-25 17:21:00,3.07,20.725,9.673,107.924301,0.971
1744,1595719860,           2020-07-25 23:31:00,           2020-07-25 17:31:00,3.07,20.692,9.629,107.363746,0.971
1745,1595720460,           2020-07-25 23:41:00,           2020-07-25 17:41:00,3.07,20.7,9.633,107.425234,0.973
1746,1595721060,           2020-07-25 23:51:00,           2020-07-25 17:51:00,3.07,20.683,9.592,106.932277,0.972
1747,1595721660,           2020-07-26 00:01:00,           2020-07-25 18:01:00,3.07,20.683,9.583,106.831945,0.974
1748,1595722260,           2020-07-26 00:11:00,           2020-07-25 18:11:00,3.07,20.675,9.524,106.157513,0.972
1749,1595722860,           2020-07-26 00:21:00,           2020-07-25 18:21:00,3.07,20.658,9.487,105.709762,0.972
1750,1595723460,           2020-07-26 00:31:00,           2020-07-25 18:31:00,3.07,20.633,9.454,105.290274,0.973
1751,1595724060,           2020-07-26 00:41:00,           2020-07-25 18:41:00,3.07,20.617,9.407,104.733856,0.973
1752,1595724660,           2020-07-26 00:51:00,           2020-07-25 18:51:00,3.07,20.566,9.365,104.161625,0.973
1753,1595725260,           2020-07-26 01:01:00,           2020-07-25 19:01:00,3.07,20.525,9.326,103.644109,0.973
1754,1595725860,           2020-07-26 01:11:00,           2020-07-25 19:11:00,3.07,20.491,9.255,102.786149,0.972
1755,1595726460,           2020-07-26 01:21:00,           2020-07-25 19:21:00,3.07,20.433,9.194,101.991935,0.972
1756,1595727060,           2020-07-26 01:31:00,           2020-07-25 19:31:00,3.07,20.349,9.167,101.523877,0.973
1757,1595727660,           2020-07-26 01:41:00,           2020-07-25 19:41:00,3.07,20.282,9.093,100.571027,0.973
