site,date,GPP,GPP.lower,GPP.upper,ER,ER.lower,ER.upper,K600,K600.lower,K600.upper,GPP_Rhat,ER_Rhat,K600_Rhat,msgs.fit,warnings,errors,DO_fit
PL,2020-08-19,11.998676870675647,10.839008002744697,13.169471825100077,-14.923450169687133,-16.406386463372392,-13.444648212135345,17.282676510416096,15.65150478973951,18.92881798613573,1.1039392807715085,1.0999690534943976,1.1053285117501668,w      ,,,bad
PL,2020-08-20,11.387908657172101,10.14813903842094,12.455870512512707,-12.547882287814971,-13.851569526045525,-11.123243357786581,15.76514955473136,14.032147160712784,17.266734998745406,1.1048859003815341,1.1057981108641965,1.1024763038262944,w      ,,,bad
PL,2020-08-21,13.645529732232088,12.55541851021225,14.729465833754652,-14.64257303910275,-15.8648944936045,-13.384588934073477,16.84959215274475,15.529101263398017,18.143281057932146,1.0750042161667037,1.0704368983366126,1.0741842494131808,w      ,,,NA
PL,2020-08-22,12.193389708231859,11.155366226974607,13.201255913591654,-12.296871805689973,-13.449257854098045,-11.140118686215336,14.733834115229609,13.492868370927317,15.976531762519272,1.0498752760068377,1.0445493293600538,1.0494520951106827,w      ,,,NA
PL,2020-08-23,12.174760573001066,11.110821952784281,13.12793240010191,-12.641752132606243,-13.715419094309395,-11.436219486588815,14.918091741533,13.666077187469522,16.108611791308473,1.0406431913453151,1.0328403021998585,1.040999727282886,w      ,,,NA
PL,2020-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,w     E,,,NA
PL,2020-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,w     E,,,NA
PL,2020-08-26,19.07747070853373,17.523930774944393,20.651491899186503,-20.540856911256746,-22.333965754109357,-18.815461774312332,26.216983034770763,24.10235037793087,28.41294860381564,1.0897961051618037,1.0840097501720158,1.0891934861187527,w      ,,,NA
PL,2020-08-27,9.558752074832018,8.845001942623893,10.291917834660484,-9.981150430686402,-10.923442536883307,-9.083117569434537,11.690327243230989,10.734925161084995,12.668088577382152,1.0580029428759894,1.0534279048701236,1.0516525545090911,w      ,,,NA
PL,2020-08-28,11.857578265214087,10.944956125160427,12.867201871297302,-11.495443533657085,-12.553043195694357,-10.537409277793042,14.882318911481214,13.738409876529616,16.13164151913397,1.043720426572465,1.0450233871174497,1.038738643769243,w      ,,,NA
