site,date,DO.obs,DO.sat,depth,discharge,temp.water,light
GC,2020-08-09,8.530534027777778,8.089559871081326,0.5270996552351305,10.506938544321722,17.569334722222223,743.9002976240262
GC,2020-08-10,8.580029166666666,8.019068587489613,0.5195404462747212,10.082129708297932,17.955220833333332,739.535273620315
GC,2020-08-11,8.494489583333333,7.88587847885773,0.5185170069736086,10.025488530161429,18.481975694444444,735.0818067490574
GC,2020-08-12,8.570278472222222,8.105981128807446,0.5138644187097438,9.770603228547154,17.119960416666668,730.5497438967691
GC,2020-08-13,8.992625694444444,8.44363063479772,0.5138644187097438,9.770603228547154,15.462303472222223,725.9788590220273
GC,2020-08-14,9.179582638888888,8.492208903662656,0.5133426151054538,9.7422826394789,15.475660416666667,721.3708951779067
GC,2020-08-15,8.972086805555556,8.2869744238213,0.5101909009605725,9.572359105069385,16.651152777777778,716.7046980308012
GC,2020-08-16,8.787524305555555,8.112749301770119,0.504856217444646,9.28915321438686,17.71296111111111,711.9545637990029
GC,2020-08-17,8.52782111111111,7.95435854643827,0.4983131440007423,8.949306145567828,18.60743847222222,707.1211266758609
GC,2020-08-18,8.145843055555556,7.955887776634083,0.49103990126489,8.581138487680542,18.50177083333333,702.2050661736664
GC,2020-08-19,8.048698611111112,8.001023712123569,0.4921718921098012,8.637779665817048,18.016216666666665,697.2071082143783
GC,2020-08-20,8.14135138888889,7.926155011360571,0.49665222097278927,8.86434437836307,18.252325,692.2307866898211
GC,2020-08-21,8.19903888888889,7.993937590170894,0.4977606462468641,8.920985556499575,17.947583333333334,687.215967441411
GC,2020-08-22,8.273538888888888,7.9776914757475,0.4932990682980154,8.694420843953553,18.10754861111111,682.1232002586746
GC,2020-08-23,8.207565277777778,7.9479811951310655,0.48990304321301464,8.524497309544039,18.350233333333332,676.9533567618938
GC,2020-08-24,7.733301388888889,8.195233952812385,0.48933277230955774,8.496176720475786,16.728425,671.7073589450392
GC,2020-08-25,8.305605555555555,8.560406667083084,0.5005118407899907,9.062588501840835,14.722888888888889,666.4285587172327
GC,2020-08-26,8.484315277777778,8.277193824436594,0.5026927449343677,9.175870858113848,16.341218055555554,661.1223301783947
GC,2020-08-27,8.187747222222223,8.22072862185826,0.5070026077101301,9.402435570659868,16.572768055555557,655.7440085219382
GC,2020-08-28,8.4463625,8.19029350985667,0.5080695031333592,9.459076748796374,16.910804166666665,650.3476828614583
GC,2020-08-29,8.4866625,8.175795290502537,0.5016044941010699,9.119229679977344,16.69289861111111,644.8905666031877
GC,2020-08-30,8.82273611111111,8.332120027944933,0.492736078787221,8.6661002548853,15.8558625,639.3924027960635
GC,2020-08-31,9.085695833333334,8.836856844705556,0.4921718921098012,8.637779665817048,13.223106944444444,633.8929567395438
