site,date,epil_gm2,epip_gm2,epi_gm2,fila_gm2,filaepip_gm2,epil_chla_mgm2,epip_chla_mgm2,epi_chla_mgm2,fila_chla_mgm2,filaepip_chla_mgm2,GPP,ER,NPP,light,NPP_light,fila_prod_gCd,fila_turnover,epi_prod_gCd,epi_turnover
GR,2021-07-02,15.387039771734406,0.00554275636384621,15.466017776546336,0.05493972826070492,0.03946594921428903,27.110477354624415,0,23.978363471629734,0.11286021445852112,0.05163746720423079,6.853905242976391,-7.832113857121982,4.783233701212948,0.9040159067507824,5.291094620674172,2.1342248940216924e-4,NA,1.3406509475000368,5.7681001178518585
GR,2021-07-03,15.422448079997094,0.00560886916787886,15.504109422143424,0.06239867468595961,0.04410488549602121,27.34206362959895,0,24.156228093087247,0.14152531982067762,0.0714707962794503,7.25458761182075,-7.961390693610999,5.062863684732517,0.9699325556754953,5.219810032262047,2.8714345356385245e-4,NA,1.4490746750108017,5.349658540553769
GR,2021-07-04,15.457666588913163,0.00568311325695136,15.54701647822777,0.06993692449414002,0.04889292996572858,27.581064769751507,0,24.411895197612974,0.17236175828169964,0.09349088617892498,7.451327489738062,-8.429727262077716,5.2001653807825114,0.9004774764343281,5.774897781312535,3.246661476711788e-4,NA,1.359547730621724,5.717716314056177
GR,2021-07-05,15.492669320432707,0.00576623502652687,15.595207641068344,0.07755554575084433,0.05384348987014364,27.828141536660556,0,24.75471115924315,0.20561659052648595,0.11796932621331968,7.745396989262924,-7.876459136294998,5.405391903583885,0.832475867830539,6.493151468366914,3.5805772194553125e-4,NA,1.274528714280945,6.118029145332651
GR,2021-07-06,15.527430092826997,0.00585898315807173,15.649161596081631,0.08525562458362757,0.05897040042308932,28.083978034989865,0,25.19522011605696,0.2415544245080787,0.14520225292394007,8.478553510682696,-8.41242188991016,5.917050419013871,0.9704716620537588,6.09708727248349,4.903668386629935e-4,NA,1.5122414002386582,5.17416121315417
GR,2021-07-07,15.561922524294465,0.00596210895405874,15.709368560401115,0.0930382655166102,0.06428795545573152,28.34928338839576,0,25.745472308659636,0.28045984427281656,0.17551462341334223,6.337325647401716,-7.038273866626971,4.422720848566811,0.7462245745355033,5.926796033646825,4.3778761726602836e-4,NA,1.1882026556256795,6.610559438671231
GR,2021-07-08,15.595499137305367,0.00607588263388494,15.775443345668544,0.10089393654618428,0.06980437641107207,28.624129508013745,0,26.41469706390755,0.322458085015922,0.20910808671440817,8.32318162986613,-7.654115148257755,5.808618803723564,0.9742354463066234,5.962233077993965,6.571438308143529e-4,NA,1.5915843836204204,4.955892853693284
GR,2021-07-09,15.62501899894834,0.00619863917978411,15.843430624650011,0.10876962490801044,0.07550171372242487,28.905910655512816,0,27.194592582344864,0.3669434457913363,0.24556439480800596,8.633873629439252,-7.862039947130014,6.025445910368831,0.8764993195805181,6.874444481317495,6.727813686948968e-4,NA,1.474192672540618,5.37359563636465
GR,2021-07-10,15.646697726233713,0.00632822623430995,15.908415650712309,0.11659925787650428,0.08135475707292994,29.191245375446886,0,28.0715192254812,0.4130734256212909,0.28425991895631175,8.510834692999575,-8.198193721503397,5.939578953287281,0.9726903400354342,6.106341051018259,8.404755750538691e-4,NA,1.688731592579537,4.710167003630284
GR,2021-07-11,15.656739546398995,0.00646248682617947,15.965407735075663,0.12431415291242864,0.08733742843418613,29.476622662234803,2.981917209051166e-4,29.030343038650475,0.4599365365627368,0.3245041283369001,9.38752889737686,-8.845743000250204,6.551410181670949,0.9656331511826103,6.784574632351262,9.290376522591147e-4,NA,1.733741891663824,4.60432080802815
GR,2021-07-12,15.651359817726004,0.00659925876585784,16.009356727934772,0.13184308806851397,0.09342272454955504,29.75839990991628,0.00206052152365217,30.05385686513443,0.5065476565495861,0.36553045036321175,10.504656819375615,-8.985496527779958,7.331036356186014,0.9643186280551956,7.602296733571345,0.0010217957797908058,NA,1.7924245272032695,4.4658384453470585
GR,2021-07-13,15.6268162398513,0.00673637426777531,16.03518463287102,0.1391124345445427,0.09958266956592,30.032805040477673,0.0039213343262224,31.12228645451385,0.5518471293246581,0.4064904964850855,11.860723029862235,-9.162990632468931,8.277413840135434,0.9202438802710722,8.994804548656377,0.0010622945750274923,NA,1.7713098670473413,4.526363492684832
GR,2021-07-14,15.579448504241949,0.00687165980013099,16.037832462216947,0.14604635484904616,0.105788278472279,30.2959430726862,0.00583663051359568,32.212905779568885,0.5947041263508615,0.44645233415903585,10.729465228729834,-7.151843674186006,7.487926643083562,0.956920295674325,7.825026469740566,0.0011904192894295808,NA,1.906451565466102,4.206199819793458
GR,2021-07-15,15.505785479118089,0.00700271659131929,16.012342129640523,0.15256574563452652,0.11200537436023406,30.54363590867601,0.00775614593840104,33.29874035148335,0.6339214246388845,0.4843905906294064,11.40901386144628,-5.816717273942146,7.96217304807339,0.9369693755205863,8.497794331484478,0.0012424647154194205,NA,1.9296267432968364,4.149077583336885
GR,2021-07-16,15.40277571212704,0.00712626116457662,15.953992162705177,0.158584525821454,0.11818181759366908,30.770914306377065,0.00961806232568128,34.345090256074535,0.6682383350264498,0.5191541278161069,8.833359453702803,-8.77645570755499,6.164663959598425,0.9489631851351066,6.4962098173710965,0.0013264900251778776,NA,2.0157382388282565,3.9573571248961352
GR,2021-07-17,15.267661162490066,0.00723878302070332,15.858324778403182,0.16401390841207752,0.12425949178875018,30.97253997792559,0.01135350090740815,35.312467781228115,0.69635914624254,0.54951685091771,10.06916111646741,-9.510951736448352,7.027110689133846,0.9520817848031765,7.380784719651535,0.0013868541114337336,NA,2.0793252786658516,3.813334291924323
GR,2021-07-18,15.097975168797252,0.00733676549829884,15.721223359165515,0.16876425179329668,0.13017844541576273,31.143210194792093,0.01288880254413939,36.15821064282471,0.7169813443510664,0.5742137635974263,12.44904596465996,-9.456637572158252,8.68799525163142,0.9434443792868606,9.20880493050219,0.0014149705304479666,NA,2.109809968841718,3.725743927496096
GR,2021-07-19,14.891602408865031,0.00741668794211328,15.53901798332573,0.172745698685716,0.13587699482540594,31.27760194999103,0.01414688471830009,36.837551525289015,0.7288262296365664,0.5919724550690395,7.734254893983046,-7.983477613858256,5.397616008855919,0.7136476086959228,7.5634191764745085,0.0010880053897615967,NA,1.6259031757627722,4.778580365351643
GR,2021-07-20,14.646839052319663,0.00747502846909417,15.30859569005194,0.17586890317789827,0.14129187720144665,31.37042430560219,0.01504923835487366,37.305156961876875,0.7306746788532168,0.6015521275574263,9.49173790598244,-7.624900092893427,6.624136025443446,0.6841747999516922,9.681935122297926,0.0010457174834920166,NA,1.578541680360409,4.84896784181103
GR,2021-07-21,14.362960728024747,0.00750837404387419,15.028173699554054,0.17805449891299707,0.1463600551906149,31.416844388951045,0.01552545210445335,37.520508337418335,0.7215544036477763,0.6019136691224085,12.751965343298751,-9.780122146967352,8.899397967205926,0.785258615430395,11.33307905488974,0.0011852365327356818,NA,1.8222230326260789,4.123582412932282
GR,2021-07-22,14.042234354741169,0.00751387666446728,14.699956365092106,0.17926969225496148,0.15102655653572272,31.41407116797537,0.01554431427445279,37.4640774768694,0.7013663613140602,0.5927677749910034,13.365271579396868,-8.715158285191583,9.327414835497882,0.9265254033648705,10.067090229391905,0.0013593318777927992,NA,2.146804427533807,3.4236831675391675
GR,2021-07-23,13.690197215722982,0.007489478119481,14.33054276562128,0.17954234159540694,0.15525212224826013,31.362023031105085,0.01512415748120808,37.14356184158422,0.6710380901708821,0.574732363389741,10.452451944057556,-7.85476201054108,7.2946033869317555,0.9422374284252242,7.741789029887443,0.0013226068337215003,NA,2.164531983590635,3.3103097746444594
GR,2021-07-24,13.314737229517773,0.00743384406477182,13.929728338154344,0.17895430689251246,0.1590155122887098,31.263074175116,0.01432489788095842,36.59027113746678,0.632307950949111,0.5491634679518587,11.282353468210957,-8.516228628473165,7.87377873270801,0.9364960077491874,8.407701333006395,0.0012386762512475063,NA,2.119296232757306,3.2864042607274158
GR,2021-07-25,12.923770171778298,0.007345799907879,13.50743308869762,0.17760028003260253,0.16229986933762663,31.120232525600247,0.01321683236325647,35.84221610009902,0.5870627144816001,0.5175799265675642,12.187825496357474,-8.843670230319072,8.505693556008842,0.9263022905173306,9.182416629088218,0.0011375237532849033,NA,2.053372304516693,3.2890852425997084
GR,2021-07-26,12.524618336475404,0.00722418795722987,13.072857924461028,0.17557661717569628,0.1650890507284705,30.936644648094894,0.01187093841648886,34.938465887305924,0.5371402257865472,0.481484373145205,12.311880703132545,-9.579334067143058,8.59226975232634,0.9108713976052721,9.433021801887577,0.0010234531810847092,NA,1.968253374600271,3.32092861954726
GR,2021-07-27,12.123950189297346,0.00706786930151853,12.634383197314875,0.17298053510463465,0.16736771073196233,30.715558543755417,0.01035678954976915,33.91758081499283,0.4842928824390515,0.4423237314317716,12.50938461800815,-10.42446424072471,8.730104657867614,0.8738471154073616,9.990425675088368,8.852517239398995e-4,NA,1.8330758404938363,3.446224896486316
GR,2021-07-28,11.727754780257412,0.00687572573942193,12.199519396955465,0.16990941185773678,0.1691213825481802,30.460288506515877,0.00874100471788841,32.81637346670915,0.43016304956869345,0.4014608820691637,12.221786082403185,-9.789621069080503,8.529394119983408,0.8680210313739992,9.82625283454497,7.810639404135947e-4,NA,1.7617364566641545,3.462356515019062
GR,2021-07-29,11.341446516192102,0.00664674083723593,11.775024988338478,0.16646790407762269,0.1703451122440608,30.17453951318305,0.00708628727060962,31.67017115842849,0.3762800474782919,0.3601723078324761,12.384682452085112,-9.57226062428604,8.643076958838863,0.5321087027706084,16.243066339331957,4.1882711473031984e-4,NA,1.0422475444458899,5.648861947954342
GR,2021-07-30,10.970170915887016,0.00638023837297127,11.36727394907949,0.16279031729842974,0.1710692576718731,29.86342029617558,0.00545107190803949,30.515403874117236,0.324086167485818,0.3196830467972631,14.375977694770311,-10.462587691775122,10.032770888972713,0.8902775339556092,11.269262119190987,6.035442921552448e-4,NA,1.6802141759977005,3.3826860026132306
GR,2021-07-31,10.618513436071156,0.0060756453180505704,10.981902337548648,0.159016592848373,0.17133386376584925,29.532288630736502,0.00388924774507268,29.38529412111708,0.27490789896203927,0.2811168203871788,14.610854444206934,-10.849265481019849,10.196687713572512,0.8774759363082545,11.620475606969178,5.045981708027175e-4,NA,1.5947233947879136,3.4431997340232035
GR,2021-08-01,10.290468876834533,0.00573241378052477,10.623779567162506,0.1552842608943081,0.1711798926394431,29.186351813944007,0.00245041501320868,28.30868318608615,0.2299589812460008,0.24548960588196136,16.130506667012334,-10.825323977669612,11.25722932723062,0.7591723409791816,14.828292232974437,3.6518589158144845e-4,NA,1.3291688453724437,3.9963995560645413
GR,2021-08-02,9.989533000364895,0.00535002218553767,10.297132348565237,0.15172839437540675,0.17064899237166853,28.83063902721056,0.00118054929331659,27.310396710646884,0.1903613147074994,0.21372634787465983,10.491279440396696,-9.39406465116545,7.321700491784995,0.5076223167629713,14.423519711415254,2.0213552196841024e-4,NA,0.8574105515196133,6.0047851815651985
GR,2021-08-03,9.71880573595063,0.0049279764475755,10.005685184457072,0.14848178795100664,0.16978328578992374,28.469982007617244,1.2296584104973252e-4,26.41184136623022,0.15717191197361258,0.18668365638223983,12.831813053737005,-9.846297244391245,8.95512244047966,0.8329352910489667,10.751282286529031,2.7384791426253273e-4,NA,1.3605986998164998,3.676942064477392
GR,2021-08-04,9.48082737429078,0.00446597691034625,9.752452143288243,0.14567406081275525,0.16863207564928684,28.109010819388807,0,25.630141190361684,0.13130996250515015,0.165094463699323,11.68163478143864,-8.489900780237294,8.152430941337881,0.8354557689985197,9.758064093698689,2.2947975495340284e-4,NA,1.3243249739985643,3.6820464518774587
GR,2021-08-05,9.27661041766562,0.00396463201825691,9.538481762673245,0.1434256334052687,0.1672781472435756,27.75212765498944,0,24.97263440228051,0.1131757445555306,0.14927086830234115,8.533971511200786,-8.621814629943403,5.955725778292234,0.770114083873996,7.733562991514766,1.8231888829026933e-4,NA,1.1894317665469167,4.0096800972302775
GR,2021-08-06,9.105455631715389,0.00342588881170533,9.36264366387647,0.14184001096694743,0.1658389671833023,27.40327489485721,0,24.43605521621285,0.10257674380659988,0.13905018006626557,10.028669483732164,-7.974537506862138,6.99885220941313,0.8148071231764696,8.589581522224039,1.748344306562539e-4,NA,1.2314194898631576,3.801565486395258
GR,2021-08-07,8.96534921189386,0.00285304236016054,9.222155308772528,0.1410019692495772,0.16445576399638429,27.065821095924385,0,24.009110788450933,0.09885771041758762,0.13390201553195524,9.75953631655693,-8.352486544296193,6.811028364508656,0.7850342575334825,8.67609062808085,1.6233882367706383e-4,NA,1.1656946218943085,3.955648046907042
GR,2021-08-08,8.854288698021115,0.00224965302223331,9.114268550669806,0.1409936917850918,0.1632734447062113,26.742891654395734,0,23.680386545298724,0.10133020318318796,0.13327272634979104,5.417949290345051,-5.927967261048454,3.781102410716607,0.653707943788511,5.78408515093688,1.3856256489257885e-4,NA,0.9573983130649306,4.75991466994139
GR,2021-08-09,8.770572852820115,0.00161925696815665,9.03662507809024,0.14189975174767833,0.16243613670906065,26.437472665790512,0,23.439976995800265,0.10936192645195277,0.13665603515768776,10.541245921683233,-7.207325442007605,7.356571320713613,0.7786673240527354,9.4476435487556,1.781317523036768e-4,NA,1.1288318112482236,4.00264458710543
GR,2021-08-10,8.712766015010956,9.653613264225812e-4,8.987197602569495,0.14380802570613405,0.16208769775622178,26.15242930179588,0,23.279188692971697,0.122358622111447,0.1435779089035496,11.341745009226612,-5.833142633912676,7.915227164001129,0.7891040749220912,10.0306504750753,2.0197243512310462e-4,NA,1.1361148455584948,3.9552328876362584
GR,2021-08-11,8.679667696289082,2.914399344852714e-4,8.964239553469294,0.14681071719256067,0.16237249509560547,25.89052723418836,0,23.19029021298248,0.1397483559582664,0.15358361208144067,9.907308985494206,-8.11540966715659,6.914156608206406,0.8096832469891594,8.539335146079635,2.3669282806698948e-4,NA,1.161292029313908,3.859597468676924
GR,2021-08-12,8.670069828661116,0,8.965999351121852,0.15099663063315094,0.163432394602955,25.654248280580106,0,23.165343072935773,0.1609469293353034,0.16621016558801105,10.321181284888082,-8.13081245555293,7.2029916387881245,0.8117936056754331,8.872934682449303,2.7330750612342955e-4,NA,1.1630662959703946,3.8544661564804206
GR,2021-08-13,8.682081839148154,0,8.989950636845627,0.15642536570332322,0.16539582252231366,25.44520436226828,0,23.193140021215843,0.18528137690993907,0.18092622176781203,10.325036216621465,-8.333131358636123,7.205681935594005,0.8125416313383909,8.868077225440192,3.149202801241094e-4,NA,1.165534893241131,3.8565772200291164
GR,2021-08-14,8.713744514364718,0,9.03346318249827,0.16315415797315047,0.16839128010410498,25.264809657304493,0,23.26185228141389,0.21203839945549863,0.19717054673826584,9.598101988218025,-7.509017405067381,6.698365861531301,0.8092932975257134,8.276808768848696,3.5895805130382733e-4,NA,1.1643146051688187,3.879305104649302
GR,2021-08-15,8.763203694496967,0,9.0939872817429,0.17124736584439615,0.1725529583792833,25.114511118029984,0,23.359765881821687,0.2404751262056379,0.21436092867780387,9.112324410598648,-7.695509141536864,6.359349257392557,0.7984837788742514,7.964281085782776,4.0166084457029735e-4,NA,1.1535985244756883,3.94157373158748
GR,2021-08-16,8.828671394228317,0,9.16900337552254,0.18077724650448457,0.1780225470442015,24.995807601376015,0,23.47511452685394,0.26981181644885766,0.2318891481661811,8.793387019676521,-7.541585087751105,6.136767820568789,0.7479409996003393,8.204882235160204,4.221351771333334e-4,NA,1.0859133399795895,4.2217933227042215
GR,2021-08-17,8.908391366425338,0,9.255979015344774,0.19182482820655067,0.18495132415243232,24.91027027692651,0,23.595968491759947,0.2992272001136267,0.24911833695776983,6.954025383547974,-7.916158265909252,4.853105987679548,0.678242886721673,7.1554100790313075,4.245311424517449e-4,NA,0.989790231594252,4.675727603633852
GR,2021-08-18,9.00064230110886,0,9.352424460244166,0.2044747123921411,0.19349351357944145,24.859400402752673,0,23.710927276111825,0.3279476472985934,0.26545740995078293,3.937682611957769,-5.537256161508794,2.748047354972968,0.5557861802009759,4.9444326844889455,3.8127251676662937e-4,NA,0.8150352464442443,5.737435590083989
GR,2021-08-19,9.103884118563426,0,9.456280052066647,0.2187917492295225,0.2037719240673448,24.84401053992946,0,23.812307820622305,0.35562796099545224,0.28067318496643634,8.183405297320965,-7.402492447175251,5.711071078629594,0.549560061804251,10.392078092210117,4.0882204028753886e-4,NA,0.8093507245760143,5.841892621409838
GR,2021-08-20,9.216952439411209,0,9.56621369501734,0.23481927239461584,0.21586911985711377,24.864146571346293,0,23.897795357039076,0.3824983525812136,0.295007778581474,9.57175703988698,-8.013469395454829,6.679980132483924,0.6307919385543235,10.589831169677588,5.047065504030652e-4,NA,0.9323180243156717,5.130338278099371
GR,2021-08-21,9.339119192219092,0,9.68165254529478,0.25258731447202243,0.22983583196391988,24.91929602925372,0,23.970125720949017,0.4093048012052716,0.3091249841871164,7.647112178764529,-7.661290111157735,5.336800465385201,0.5480500659253643,9.737797323998477,4.6923490573577557e-4,NA,0.8124762118920561,5.958114467590753
GR,2021-08-22,9.469733805611751,0,9.802170816723049,0.2721278150447556,0.24572468307374917,25.008944719762347,0,24.033125322866475,0.4369301274596791,0.32379635189230527,10.356090617707546,-7.733624204392663,7.227354318356832,0.7668575327354608,9.42463757586902,7.008900864793502e-4,NA,1.1398430281472476,4.299789784500389
GR,2021-08-23,9.608119143728471,0,9.92732358667928,0.2934779578887965,0.2635988294298821,25.132706011187643,0,24.090672857038214,0.46629829758053853,0.3398222266274171,10.622546121716429,-7.2783660645901875,7.413309463849257,0.7684462157346851,9.647141611285893,7.495498886425326e-4,NA,1.1449394362599423,4.3353051140887695
GR,2021-08-24,9.753564831963509,0,10.05664434873346,0.31667982126495453,0.28353216303774453,25.2903135295234,0,24.146688059523097,0.49837924269462297,0.3580364540076948,9.372104092981488,-7.150448827038824,6.5406454509659,0.7695426062120494,8.499393533466824,8.022613195643015e-4,NA,1.1492389843167197,4.3753494642859865
GR,2021-08-25,9.905321052335008,0,10.189642758941424,0.341780031336004,0.30560959373078067,25.481614684348017,0,24.205126378402273,0.5341973812390899,0.37931524001640193,9.567981246835064,-7.94103623042294,6.677345065331042,0.7041053012957229,9.483446656406539,7.86796839519287e-4,NA,1.0540593786705694,4.833524071382532
GR,2021-08-26,10.062746085864266,0,10.325982484659203,0.368833990717516,0.32992498472412246,25.706492994332812,0,24.270541219638993,0.5748559095350045,0.4046005930590828,8.247706902961076,-6.934821706843933,5.755946167536764,0.6261674516702961,9.192343281629904,7.529614247898831e-4,NA,0.9399181981517086,5.493021895397181
GR,2021-08-27,10.225779410663591,0,10.46603727246671,0.3979202828644095,0.3565737662944052,25.964641709475117,0,24.349788813520973,0.6215907449632145,0.4349503747489401,6.476994942877481,-5.937283749323758,4.520193874157434,0.5641794315353577,8.011979206431153,7.335758512864233e-4,NA,0.8496353158526471,6.159135029576527
GR,2021-08-28,10.394511692029276,0,10.61038297314183,0.4291286024098113,0.3856595889428739,26.25576312372995,0,24.450390534910497,0.67576168069359,0.47153596258260144,8.91715545165865,-7.195667595956205,6.2231438812255755,0.6840520380835703,9.097471441880709,9.669542807160141e-4,NA,1.034415571687004,5.128684864941469
GR,2021-08-29,10.569035804378569,0,10.75962387450266,0.4625555762714628,0.41729681810991026,26.579630081830818,0,24.58002451137451,0.7388718911217711,0.5156663672835209,9.286244801265156,-7.471405934391331,6.480725588764611,0.7239857516549819,8.951454602456078,0.0011189802004718337,NA,1.1006074265075856,4.888038920764316
GR,2021-08-30,10.749446682218949,0,10.914394835908924,0.49830494595397345,0.45161075825579944,26.93607706709027,0,24.746598545447966,0.812606942543892,0.5688316193335536,8.77491068959494,-7.083882740972289,6.123873477622989,0.7202003035430371,8.503014296851159,0.0012242132237580698,NA,1.1022723696189884,4.950861119598596
GR,2021-08-31,10.935841163816177,0,11.075363755272807,0.5364877600137044,0.48873790498599734,27.324991605695853,0,24.958346832137856,0.8988837565410939,0.6327580569643654,8.227858117443247,-6.626878307016445,5.7420940093216615,0.7192518249311177,7.983426402667213,0.0013524080365310291,198.34537562709735,1.1102400665673224,4.987823844943729
GR,2021-09-01,11.12831782693193,1.271404550353128e-4,11.243234397584926,0.5772225743298329,0.528826218919828,27.746305899417308,0,25.223952521248396,0.9999119380817288,0.7094788488554031,7.348956800003797,-6.432181672423199,5.1287224711135835,0.7340671654334453,6.9867209876976615,0.0015353973618134065,187.97172272332637,1.1451675867068505,4.9089908447011705
GR,2021-09-02,11.326976816005793,0.00236256170284704,11.418749617504185,0.6206356576619685,0.5720354147206149,28.199988607061485,0,25.5526990944652,1.1182706995536231,0.8014243495747055,7.256598498851605,-6.462390218317387,5.06426705146642,0.714091842312007,7.091898760627065,0.0016704145164643642,185.7729478356125,1.128524418819505,5.059150438875212
GR,2021-09-03,11.531918679049983,0.00501363641263322,11.602644001179144,0.6668668973144294,0.6185432711745041,28.686005892659978,0,25.953684757254734,1.2568260559494595,0.9113829319882738,7.324007249596783,-6.575669592354892,5.1113105685403415,0.7094032353852994,7.2050849412382885,0.001865054720252449,178.77944546961174,1.138707807031568,5.094653751178456
GR,2021-09-04,11.743221724007094,0.00812460004731624,11.795418530273782,0.7160929959178415,0.6685718003541373,29.204190547411663,0,26.431946988044395,1.4180496301915309,1.04194087034063,7.206064838297611,-6.434134293798401,5.029000396962374,0.6688347956438214,7.519047199273552,0.0019839628135692993,180.47036744341392,1.093372437334682,5.394053356159003
GR,2021-09-05,11.960883676795389,0.0117469026764225,11.997266823108438,0.768527811015326,0.7223930190898352,29.754235955923036,0,26.987991785156836,1.6038838468028929,1.195369402574372,7.368938825916568,-6.734238390085385,5.142667615724742,0.6904159834458237,7.448650869955247,0.0023163649687298867,165.8909155919256,1.1523953955379862,5.205360447274095
GR,2021-09-06,12.184875484529185,0.01593828228305299,12.208319980390105,0.8244079642845914,0.7803111438136349,30.335786635392843,0,27.621629893182973,1.8163904120733747,1.374201664639663,7.246635432875794,-6.773428981166476,5.057313982923236,0.6625069567133686,7.633601325504671,0.002517229899545855,163.75301366659568,1.1317743652072605,5.3934425251602205
GR,2021-09-07,12.415159176769492,0.02076341868273962,12.42871393180928,0.8839907257808173,0.8426599178169397,30.94845147137595,0,28.33292940454159,2.057936636115008,1.5814231786475803,7.51672341295426,-7.0086433263396195,5.245804176879116,0.6656631568724859,7.880568606989916,0.0028655616533268405,154.2438852701926,1.1664499475764336,5.32758133241498
GR,2021-09-08,12.65168698442682,0.02629526328223402,12.658588852621165,0.9475560134627524,0.9098056872115068,31.59179160048289,0,29.12215013150198,2.331206847328677,1.820516069210448,7.570025547785795,-7.250952332383811,5.283002906455086,0.6765349279925695,7.808913757240793,0.0032990908183594724,143.6086585112471,1.2185231029530073,5.194234242233053
GR,2021-09-09,12.894400442117918,0.03261660823289802,12.898088557307394,1.0154086061648908,0.9821508316064383,32.265308144110925,0,29.989678291673137,2.6392139581256253,2.0955090280407003,7.456561185795441,-7.276198805148833,5.203817895732176,0.6478091488717985,8.032949063462535,0.0035763903506490073,141.95998012082555,1.2015420998027624,5.367306130773389
GR,2021-09-10,13.14317789221374,0.03982147982995346,13.147299805380785,1.0878686667536135,1.0601336725453598,32.9684467345337,0,30.93531427930269,2.9851627498762174,2.410874543431433,7.684979615692601,-8.042914946099037,5.363227559730943,0.5805047679165718,9.238903547647912,0.003624908450657378,150.05464021530366,1.110658211211227,5.91869743214837
GR,2021-09-11,13.397671214314828,0.04801582556639511,13.406062465083153,1.1652344653100932,1.1442194097298923,33.7006386740915,0,31.95610420605129,3.371924485701076,2.770991572064061,7.479142437989045,-7.044179603472446,5.219576999874844,0.6080009362771281,8.584817371886002,0.0042884991265141,135.85574240949563,1.201650537008464,5.5781868572446385
GR,2021-09-12,13.65744578367074,0.05732127658806671,13.674132140240207,1.2478128378101294,1.2349134790616003,34.46124285726175,0,33.047883067971505,3.8022872636524414,3.180406958839265,8.508250533317746,-7.361403483336454,5.937775508500514,0.5981431333659537,9.92701441724599,0.004757439609714815,131.14331869416307,1.2225563194831779,5.592434443437663
GR,2021-09-13,13.922028089678305,0.0678786171368588,13.951234878776578,1.3359311912170555,1.332769451361381,35.249517570451644,0,34.20572406520866,4.278997517345749,3.6438863079507775,8.184502272643561,-6.654624751742454,5.711836640618916,0.6119534700148535,9.333776047515961,0.005477516243461899,121.94680324423105,1.294605053227715,5.388220463064507
GR,2021-09-14,14.190903741680616,0.07985142874762577,14.237063943317205,1.4299385715954902,1.438393824601801,36.06460848421622,0,35.423780972584744,4.804653221133336,4.16629865606099,8.57106369578085,-7.024216327198851,5.981611836100925,0.6335640409820451,9.441211068149055,0.0063676004634706,112.28237228440334,1.388051379986378,5.12843549907242
