date,site,sample,average.depth,cobble,sand,gravel,pebble,cpom.om.area.g.m2,epil.om.area.g.m2,epip.om.area.g.m2,fbom.area.g.m2,fila.om.area.g.m2,macro.om.area.g.m2,epil.chla.mg.m2.ritchie,epip.chla.mg.m2.ritchie,fbom.chla.mg.m2.ritchie,fila.chla.mg.m2.ritchie,total.chla.mg.m2.ritchie,phicocyanin.mg.m2,epip.phicocyanin.mg.m2,fbom.phicocyanin.mg.m2,total.algal.biomass.g.m2,year
2020-07-21,BG,1,32.25,1,0,0,0,NA,4.037576779,NA,-3.37e-6,2.593246707,NA,3.013975217,NA,1.151431934,10.6637739,14.82918105,2.046618829,NA,4.93425,6.63,2020
2020-07-21,BG,2,22.75,1,0,0,0,NA,5.198185239,NA,2.38e-8,NA,NA,12.06990134,NA,1.086795603,NA,13.15669694,1.680746561,NA,17.788225,5.2,2020
2020-07-21,BG,3,10,1,0,0,0,NA,0.631358531,NA,1.03e-7,NA,NA,2.424847907,NA,1.1064625,NA,3.531310407,0.951246853,NA,5.308,0.631,2020
2020-07-21,BG,4,28.25,1,0,0,0,NA,0.315679266,NA,4.25e-7,NA,NA,0.772516303,NA,2.066792869,NA,2.839309173,0.382813723,NA,4.27705,0.316,2020
2020-07-21,BG,5,38,1,0,0,0,NA,17.04668034,1.215949763,5.66e-7,77.46301503,NA,35.80369673,3.08957553,60.507058,305.2647612,404.6650914,5.790189088,1.044500847,5.6202,95.7,2020
2020-08-04,BG,1,26.5,1,0,0,0,NA,8.965291141,1.210103851,1.02e-7,5.247290902,NA,24.57522358,2.28075323,7.7040005,9.656912045,44.21688936,34.88992469,2.430730344,16.2127,15.4,2020
2020-08-04,BG,2,55.75,1,0,0,0,NA,16.24491346,NA,6.97e-8,NA,NA,27.91191014,NA,4.256236847,NA,32.16814699,31.28779043,NA,17.33825,16.2,2020
2020-08-04,BG,3,32.25,0,1,0,0,NA,4.822877668,NA,6.08e-8,NA,NA,15.40733997,NA,2.963892879,NA,18.37123285,11.3974245,NA,9.88785,4.82,2020
2020-08-04,BG,4,30.75,1,0,0,0,NA,19.49319465,2.911264338,1.67e-7,13.91794806,NA,26.07225146,1.816297273,5.422870125,26.79418645,60.10560531,30.77188867,3.601549665,12.30615,36.3,2020
2020-08-04,BG,5,15.25,1,0,0,0,NA,12.55935804,NA,1.68e-8,3.41050525,NA,50.31070498,NA,0.635818943,5.029261798,55.97578572,32.93236249,NA,4.658875,16,2020
2020-08-18,BG,1,21.5,1,0,0,0,NA,2.360287101,NA,4.41e-8,NA,NA,37.367584,NA,4.591589324,NA,41.95917332,24.08048205,NA,6.59835,2.36,2020
2020-08-18,BG,2,28.5,1,0,0,0,NA,25.86816204,NA,6.6e-8,NA,NA,63.07375066,NA,6.484632,NA,69.55838266,60.62795672,NA,40.6695,25.9,2020
2020-08-18,BG,3,28.5,1,0,0,0,NA,33.63737951,NA,6.65e-8,NA,NA,108.5650168,NA,2.623799571,NA,111.1888164,33.82152575,NA,23.6379,33.6,2020
2020-08-18,BG,4,32.25,1,0,0,0,NA,26.93211808,NA,6.96e-8,NA,NA,67.27916194,NA,5.355933263,NA,72.6350952,23.64262321,NA,9.72015,26.9,2020
2020-08-18,BG,5,27,1,0,0,0,NA,11.79938944,NA,6.45e-8,NA,NA,53.57620026,NA,3.564816585,NA,57.14101684,31.2209132,NA,10.3275,11.8,2020
2020-09-01,BG,1,21,1,0,0,0,NA,16.20486896,NA,2.21e-8,NA,NA,21.00488637,NA,7.57659315,NA,28.58147952,60.41048878,NA,13.3518,16.2,2020
2020-09-01,BG,2,33.75,1,0,0,0,NA,26.93796399,NA,2.53e-8,NA,NA,77.23832622,NA,12.74820287,NA,89.98652909,50.88282087,NA,25.754625,26.9,2020
2020-09-01,BG,3,28.5,1,0,0,0,NA,20.29116168,NA,2.14e-8,NA,NA,24.41885172,NA,6.59997585,NA,31.01882757,54.03376761,NA,16.8378,20.3,2020
2020-09-01,BG,4,34,1,0,0,0,NA,26.54511868,NA,2.33e-8,NA,NA,21.90953072,NA,8.1268704,NA,30.03640112,68.46171307,NA,14.62,26.5,2020
2020-09-01,BG,5,29.75,1,0,0,0,NA,3.682924764,NA,7.5e-8,NA,NA,12.01402566,NA,20.33002467,NA,32.34405033,29.08037394,NA,49.385,3.68,2020
2020-09-29,BG,1,17.5,1,0,0,0,NA,11.26624223,NA,3.17e-8,22.22740208,NA,69.5355318,NA,6.467221667,50.04997666,126.0527301,25.1252635,NA,3.30575,33.5,2020
2020-09-29,BG,3,31.5,1,0,0,0,NA,25.00179783,NA,5.99e-8,NA,NA,100.0845664,NA,8.286445364,NA,108.3710118,18.85657479,NA,9.28935,25,2020
2020-09-29,BG,2,24.75,1,0,0,0,NA,17.67102377,NA,8.39e-8,NA,NA,35.55054479,NA,3.279307956,NA,38.82985275,16.6292822,NA,3.526875,17.7,2020
2020-09-29,BG,4,34.75,1,0,0,0,NA,9.130145868,NA,2.61e-8,NA,NA,52.18488684,NA,6.446009167,NA,58.63089601,13.7285405,NA,7.4504,9.13,2020
2020-09-29,BG,5,12.25,1,0,0,0,NA,22.72189202,NA,2.17e-8,NA,NA,41.42149283,NA,3.363760694,NA,44.78525353,74.77903976,NA,2.842,22.7,2020
2020-10-20,BG,3,40,1,0,0,0,39.94394973,4.329482667,NA,1.95e-8,NA,NA,8.959552173,NA,7.081592727,NA,16.0411449,11.06303832,NA,11.94,4.33,2020
2020-10-20,BG,4,20,1,0,0,0,95.32695391,8.347962799,NA,9.27e-9,NA,NA,36.60913691,NA,4.267596364,NA,40.87673327,16.10911292,NA,4.546,8.35,2020
2020-10-20,BG,5,40,1,0,0,0,433.9100848,8.938399944,NA,2.04e-8,12.44438941,NA,11.20389143,NA,9.305496,14.50759187,35.0169793,5.975866955,NA,11.124,21.4,2020
2020-10-20,BG,1,30,1,0,0,0,NA,3.369583864,NA,3.08e-8,NA,NA,32.97037238,NA,10.428021,NA,43.39839338,11.10162134,NA,3.936,3.37,2020
2020-10-20,BG,2,45,1,0,0,0,NA,6.3276155,NA,1.76e-8,NA,NA,68.09041476,NA,13.98822,NA,82.07863476,19.73392932,NA,11.106,6.33,2020
2021-06-22,BG,1,14.25,1,0,0,0,199.3786002,4.559811613,NA,8.41e-8,3.497570371,NA,10.51841164,NA,-146.998326,6.288221347,-130.191693,13.32429567,NA,32.78925,8.06,2021
2021-06-22,BG,2,11.1875,1,0,0,0,10.82218989,20.66530007,NA,8.5e-8,90.82932705,NA,31.5723816,NA,-260.0789114,157.059317,-71.44721285,16.80641334,NA,29.93775,111,2021
2021-06-22,BG,3,15.25,1,0,0,0,10.39217205,19.17459242,NA,6.61e-8,66.06515805,NA,24.61226926,NA,-186.5258763,186.0071864,24.09357943,28.89283707,NA,37.2405,85.2,2021
2021-06-22,BG,4,17.0625,1,0,0,0,0.443120154,0.800889988,1.199581209,1.08e-7,108.8582718,NA,18.24704662,1.204899773,-128.5180089,166.4687931,57.40273051,7.528365891,2.096110323,15.41938125,111,2021
2021-06-22,BG,5,7,1,0,0,0,NA,3.633819101,0.289957251,2.12e-7,42.99929332,NA,6.032628309,0.43162971,-118.376293,34.85068313,-77.06135186,9.821132705,0.544184286,19.152,46.9,2021
2021-07-07,BG,3,7,1,0,0,0,41.30370894,33.19542854,NA,1.67e-6,160.63406,NA,39.29415742,7.568957235,21707.03389,384.089971,22137.98698,25.680859,6.69432958,10.619,194,2021
2021-07-07,BG,1,13.5,1,0,0,0,NA,5.070159759,0.434935877,2.01e-8,6.173283415,NA,21.02968525,0.847921522,1003.178571,24.2284287,1049.284607,9.068997625,0.621888153,4.58595,11.7,2021
2021-07-07,BG,2,14.625,1,0,0,0,NA,13.52510275,6.705261436,2.93e-8,102.3581151,NA,15.8547989,4.574942342,5591.66323,132.9025983,5744.99557,15.26484626,4.587696615,8.58195,123,2021
2021-07-07,BG,4,15.125,1,0,0,0,NA,27.57809139,2.857481944,1.68e-7,104.7507532,NA,47.99527612,3.621894235,14541.13368,144.7020643,14737.45292,29.28685156,2.897000311,32.110375,135,2021
2021-07-07,BG,5,7.5,1,0,0,0,NA,6.629264576,NA,7.94e-8,31.4272434,NA,17.57523616,NA,5029.916379,52.78296481,5100.27458,26.38610987,NA,13.0725,38.1,2021
2021-07-20,BG,2,18.5,1,0,0,0,6.746182822,45.95120923,51.98419075,6.72e-7,112.824946,NA,43.07577059,43.12693731,34.734712,189.3611942,310.2986141,29.71243398,23.54873786,48.0815,211,2021
2021-07-20,BG,3,27.25,1,0,0,0,73.58016006,33.38951283,42.79207821,4.09e-7,119.1886731,NA,35.91623172,63.76598049,48.63667819,407.7087594,556.0276498,18.5426493,30.44551139,64.528,195,2021
2021-07-20,BG,4,27.75,1,0,0,0,79.91128311,15.06140851,25.36190603,5.62e-7,95.40011032,NA,31.72146729,54.91710349,44.14327955,266.7379996,397.51985,13.46278533,23.89037298,78.033,136,2021
2021-07-20,BG,5,32.75,1,0,0,0,46.36860737,22.99197317,42.23087063,4.8e-7,88.8752175,NA,35.055696,87.06296729,47.1303285,146.61082,315.8598118,11.02392917,31.67315297,70.11775,154,2021
2021-07-20,BG,1,12,1,0,0,0,NA,10.43846105,15.22275569,1.64e-7,101.1590089,NA,18.79904391,39.35964144,37.1315388,311.6586608,406.948885,8.743614145,20.95408814,26.46,127,2021
2021-08-03,BG,3,18.5,1,0,0,0,43.91304368,3.642003378,NA,9.13e-8,NA,NA,13.75924569,NA,17.89594879,NA,31.65519448,5.152002531,NA,30.9875,3.64,2021
2021-08-03,BG,1,28.375,1,0,0,0,NA,7.051339446,0.589267962,7.95e-8,3.835822431,NA,14.56766022,1.222011647,22.07995853,17.55350954,55.42313993,9.469559538,0.569625697,33.681125,11.5,2021
2021-08-03,BG,2,28.375,1,0,0,0,NA,13.35323293,1.021865474,5.15e-8,16.56012407,NA,24.86583535,5.040872603,8.336135188,21.21514641,59.45798956,14.00166153,1.903557663,29.595125,30.9,2021
2021-08-03,BG,4,19,1,0,0,0,NA,3.019998307,NA,6.45e-8,7.349936418,NA,11.37348304,NA,12.82115947,26.46989741,50.66453992,9.06736077,NA,35.226,10.4,2021
2021-08-03,BG,5,26,1,0,0,0,NA,5.892679623,0.619666706,1.4e-7,NA,NA,11.99468359,2.992485105,16.2499805,NA,31.2371492,12.08466996,1.367943484,NA,6.51,2021
2021-08-17,BG,1,30.95625,1,0,0,0,79.16863591,26.30660546,25.91492933,2.83e-7,64.54347564,NA,21.19973103,9.597938403,39.04824052,163.5452598,233.3911698,19.65980315,43.49358769,53.08996875,117,2021
2021-08-17,BG,2,31.4325,1,0,0,0,6.746021649,9.470377966,7.721280998,8.29e-8,9.222266324,NA,25.7165262,12.52636245,17.57056162,31.043406,86.85685627,23.7232968,9.843113335,43.87977,26.4,2021
2021-08-17,BG,3,37.94125,1,0,0,0,NA,15.88334379,23.10304551,1.59e-7,109.2928766,NA,34.56620922,73.34958316,29.24980666,170.8412775,308.0068766,19.40655823,27.51694315,45.56744125,148,2021
2021-08-17,BG,4,37.94125,1,0,0,0,NA,23.51342855,19.25877356,1.38e-7,49.54304655,NA,52.84895314,34.52666676,34.55006592,174.9352169,296.8609027,36.70320977,20.3098686,69.1289575,92.3,2021
2021-08-17,BG,5,37.94125,1,0,0,0,5.726942741,NA,29.00040186,3.57e-7,103.7676628,NA,NA,47.91089362,43.75588722,202.146786,293.8135668,NA,29.67069417,66.89042375,133,2021
2021-08-17,BG,6,41.43375,1,0,0,0,22.80384419,11.45798816,2.689119669,3.57e-8,24.26621557,NA,34.30746546,6.459681674,9.557692991,67.97815627,118.3029964,21.5831083,4.559811613,25.78007925,38.4,2021
2021-08-17,BG,7,24.765,1,0,0,0,NA,15.63898465,12.67978383,2.16e-7,28.14274634,NA,54.72387111,3.234360838,34.46598295,63.08641991,155.5106348,30.98473834,10.01229404,45.939075,56.5,2021
2021-09-22,BG,1,8.75,1,0,0,0,NA,22.26240331,NA,3.81e-7,NA,NA,23.32960081,NA,33.69013,NA,57.01973081,9.232917007,NA,18.55,22.3,2021
2021-09-22,BG,2,12.5,1,0,0,0,NA,39.80657079,NA,1.7e-7,NA,NA,72.8913692,NA,18.62415987,NA,91.51552906,41.71415044,NA,25.2875,39.8,2021
2021-09-22,BG,3,26.5,1,0,0,0,NA,28.28486219,NA,1.78e-7,8.69186686,NA,79.95157586,NA,14.8828293,40.63378091,135.4681861,29.96427588,NA,16.74005,37,2021
2021-09-22,BG,4,29.25,1,0,0,0,NA,14.21725877,NA,3.02e-7,NA,NA,46.98696198,NA,17.1468531,NA,64.13381508,17.16546928,NA,18.30465,14.2,2021
2021-09-22,BG,5,29,1,0,0,0,NA,25.28824753,NA,1.39e-6,NA,NA,64.07848869,NA,14.5599546,NA,78.63844329,24.59948214,NA,33.495,25.3,2021
2020-07-13,BN,1,33.3375,1,0,0,0,NA,12.05285309,NA,5.61e-6,NA,NA,8.963910507,NA,87.76615185,NA,96.73006236,2.245110936,NA,13.25832375,12.1,2020
2020-07-13,BN,2,34.925,1,0,0,0,NA,0.814905518,NA,6.93e-6,6.950797911,NA,0.417957498,NA,2.666351065,7.736820777,10.82112934,0.742378252,NA,10.79881,7.77,2020
2020-07-13,BN,3,30.1625,1,0,0,0,NA,1.111757852,NA,6.11e-6,730.1866115,NA,2.345805194,NA,8.48063328,96.88648728,107.7129258,-0.169700989,NA,26.03325375,731,2020
2020-07-13,BN,4,20.6375,1,0,0,0,NA,1.179872001,NA,3.94e-6,110.8363784,NA,2.228285334,NA,1.53030109,45.97261148,49.7311979,0.604853165,NA,5.06857,112,2020
2020-07-13,BN,5,32.7025,1,0,0,0,NA,2.631527026,NA,5.34e-6,NA,NA,4.2887927790000004,NA,1.167587685,NA,5.456380464,1.701745078,NA,6.76614725,2.63,2020
2020-07-20,BN,1,26.75,1,0,0,0,NA,1.15749064,NA,1.58e-7,1.901740489,NA,1.283745005,NA,5.419215282,26.08750828,32.79046856,0.664399627,NA,23.007675,3.06,2020
2020-07-20,BN,2,19.75,1,0,0,0,NA,1.262717062,0.343739645,2.48e-7,339.4326198,NA,1.841304543,0.070723057,5.063137882,13.26463173,20.23979721,0.715820272,0.290705528,17.934975,341,2020
2020-07-20,BN,3,12,1,0,0,0,NA,1.306561405,0.681867214,1.94e-7,375.8599067,NA,3.469745329,0.235358745,14.00200615,169.0438266,186.7509368,1.109261864,0,34.752,378,2020
2020-07-20,BN,4,24.5,1,0,0,0,NA,1.546828401,NA,3.84e-8,NA,NA,3.090584629,NA,1.053067167,NA,4.143651796,0.618976889,NA,12.8135,1.55,2020
2020-07-20,BN,5,27.25,1,0,0,0,NA,0.957794275,0.069482844,4.81e-8,133.0554577,NA,2.690415186,0.037386568,1.595056309,6.051249384,10.37410745,1.747226276,0.067737755,19.2385,134,2020
2020-07-27,BN,1,35.72,1,0,0,0,NA,5.235408267,NA,2.98e-5,NA,NA,3.557041289,NA,1.174379197,NA,4.731420486,6.663404704,NA,3.789892,5.24,2020
2020-07-27,BN,2,32.0675,1,0,0,0,NA,7.219735767,NA,2.12e-5,NA,NA,5.084490592,NA,2.147854741,NA,7.232345334,13.91198523,NA,NA,7.22,2020
2020-07-27,BN,3,26.035,1,0,0,0,NA,8.431799729,NA,2.18e-5,19.44248664,NA,11.47270096,1.450854667,2.650956598,19.26560071,34.84011293,15.80921762,4.523800793,3.946906,27.9,2020
2020-07-27,BN,4,25.0825,1,0,0,0,NA,9.030936059,NA,2.05e-5,NA,NA,7.674813089,NA,1.143482509,NA,8.818295598,9.194743199,NA,0.84327365,9.03,2020
2020-07-27,BN,5,21.9075,1,0,0,0,NA,2.987731521,NA,1.8e-5,NA,NA,4.072511257,NA,1.616991286,NA,5.689502543,8.925772773,NA,2.786634,2.99,2020
2020-08-03,BN,1,29.75,1,0,0,0,NA,4.435878272,NA,8.75e-8,NA,NA,4.121164439,NA,4.543052588,NA,8.664217027,4.390864747,NA,2.788765,4.44,2020
2020-08-03,BN,2,34.75,1,0,0,0,NA,2.043584801,NA,3.27e-8,NA,NA,7.432171897,NA,3.649371529,NA,11.08154343,4.13797058,NA,2.206625,2.04,2020
2020-08-03,BN,3,30.75,1,0,0,0,NA,5.507851566,NA,3.44e-8,NA,NA,15.23322959,NA,4.977553457,NA,20.21078305,6.556868798,NA,0,5.51,2020
2020-08-03,BN,4,33.25,1,0,0,0,NA,13.56173714,NA,4.63e-8,3.293415073,NA,46.61153937,NA,4.748296,9.070285873,60.43012124,31.76119241,NA,0,16.9,2020
2020-08-03,BN,5,24,1,0,0,0,NA,1.739158917,NA,9.8e-8,NA,NA,10.55396419,NA,8.1895936,NA,18.74355779,13.46313608,NA,0.1344,1.74,2020
2020-08-10,BN,1,22.75,1,0,0,0,NA,5.359532419,NA,3.81e-8,NA,NA,23.6129944,NA,13.69982683,NA,37.31282123,6.848135533,NA,1.504685,5.36,2020
2020-08-10,BN,2,26.5,1,0,0,0,NA,6.566128723,NA,4.08e-8,NA,NA,26.71995362,NA,3.82971004,NA,30.54966366,3.708950766,NA,1.921515,6.57,2020
2020-08-10,BN,3,26.375,1,0,0,0,NA,4.026664409,NA,2.83e-8,NA,NA,43.21924083,NA,5.835528094,NA,49.05476892,10.79529553,NA,0.16220625,4.03,2020
2020-08-10,BN,4,20.5,1,0,0,0,NA,13.65137446,NA,2.34e-8,NA,NA,27.31070179,NA,5.138559132,NA,32.44926092,10.60682332,NA,0.52398,13.7,2020
2020-08-10,BN,5,22.25,1,0,0,0,NA,4.058232336,NA,5.72e-8,NA,NA,28.77493878,NA,12.98720898,NA,41.76214776,11.47248602,NA,1.741285,4.06,2020
2020-08-18,BN,1,10.75,1,0,0,0,NA,12.04257939,NA,2.98e-8,NA,NA,49.28227579,NA,5.967027583,NA,55.24930337,20.16605915,NA,2.71545,12,2020
2020-08-18,BN,2,34,1,0,0,0,NA,21.29782778,NA,7.22e-8,NA,NA,39.08579795,NA,4.3259016,NA,43.41169955,54.02745403,NA,9.7342,21.3,2020
2020-08-18,BN,3,40,1,0,0,0,NA,13.92145561,NA,6.35e-8,NA,NA,45.93522293,NA,7.903455652,NA,53.83867858,29.96427588,NA,10.432,13.9,2020
2020-08-18,BN,4,20,1,0,0,0,NA,11.08384977,NA,4.44e-8,NA,NA,22.28462741,NA,2.402572903,NA,24.68720032,17.81272869,NA,9.014,11.1,2020
2020-08-18,BN,5,33.75,1,0,0,0,NA,14.19972104,NA,1.01e-7,NA,NA,64.52789829,NA,9.575663523,NA,74.10356181,19.23305155,NA,15.7815,14.2,2020
2020-08-24,BN,1,18,1,0,0,0,NA,8.796928866,NA,2.48e-8,NA,NA,32.70726819,NA,5.52796425,NA,38.23523244,8.393093242,NA,7.1244,8.8,2020
2020-08-24,BN,2,23,1,0,0,0,NA,23.45380025,NA,2.19e-7,NA,NA,93.58186223,NA,17.61336212,NA,111.1952243,17.84213363,NA,9.9498,23.5,2020
2020-08-24,BN,3,21,1,0,0,0,NA,13.95770027,NA,1.24e-7,NA,NA,66.31177804,NA,14.55352871,NA,80.86530675,17.35096007,NA,12.453,14,2020
2020-08-24,BN,4,19.75,1,0,0,0,NA,15.02165631,NA,7.44e-8,NA,NA,43.41305899,NA,19.57525432,NA,62.98831331,15.56181861,NA,14.541925,15,2020
2020-08-24,BN,5,24.75,1,0,0,0,NA,8.815635785,NA,5.05e-7,NA,NA,40.21609043,NA,102.9428312,NA,143.1589217,6.243902035,NA,58.113,8.82,2020
2020-09-02,BN,1,20.625,1,0,0,0,NA,11.39531998,NA,5.67e-8,NA,NA,25.94922939,NA,8.55331125,NA,34.50254064,12.17095562,NA,18.9193125,11.4,2020
2020-09-02,BN,2,29,1,0,0,0,NA,19.22779023,NA,3.14e-7,NA,NA,34.37854573,NA,42.57584733,NA,76.95439306,14.75882409,NA,32.712,19.2,2020
2020-09-02,BN,3,25,1,0,0,0,NA,9.033688315,NA,1.03e-7,NA,NA,50.60693024,NA,11.04776333,NA,61.65469357,6.749924206,NA,6.8825,9.03,2020
2020-09-02,BN,4,23.25,1,0,0,0,NA,9.079091567,NA,4.65e-8,NA,NA,55.60445501,NA,7.5178379,NA,63.12229291,8.158087567,NA,4.675575,9.08,2020
2020-09-02,BN,5,25.5,1,0,0,0,NA,5.565308533,NA,1.82e-6,NA,NA,28.9394726,NA,16.56832774,NA,45.50780035,12.65289263,NA,7.64235,5.57,2020
2020-10-07,BN,1,31.875,1,0,0,0,NA,4.13598297,NA,1.13e-7,NA,NA,32.95345483,NA,17.40196075,NA,50.35541558,6.667263006,NA,12.6320625,4.14,2020
2020-10-07,BN,2,33.25,1,0,0,0,NA,9.031934541,NA,7.54e-8,NA,NA,39.86029604,NA,19.50080358,NA,59.36109962,16.16394758,NA,15.67405,9.03,2020
2020-10-07,BN,3,34.25,1,0,0,0,NA,9.031934541,NA,4.79e-8,NA,NA,38.2463516,NA,5.842502,NA,44.0888536,16.95899165,NA,13.977425,9.03,2020
2020-10-07,BN,4,32.75,1,0,0,0,NA,12.22380267,NA,9.39e-8,NA,NA,75.50887952,NA,12.03225393,NA,87.54113345,15.04422153,NA,15.094475,12.2,2020
2020-10-07,BN,5,29.625,1,0,0,0,NA,10.49633558,NA,1.51e-7,NA,NA,61.29615616,NA,26.11437825,NA,87.41053441,13.68995748,NA,16.1011875,10.5,2020
2020-10-20,BN,3,25,1,0,0,0,4.199703414,2.438135167,NA,1.59e-8,24.56237611,NA,14.13067471,NA,5.0453195,11.79207102,30.96806523,11.59548401,NA,6.775,27,2020
2020-10-20,BN,5,40,1,0,0,0,205.7761138,4.746880807,NA,3.14e-8,NA,NA,16.75235684,NA,10.70561846,NA,27.45797531,7.876548429,NA,18.06,4.75,2020
2020-10-20,BN,1,13,1,0,0,0,NA,10.51679627,NA,NA,3.342695486,NA,9.00054433,NA,NA,1.268536727,10.26908106,10.16078021,NA,NA,13.9,2020
2020-10-20,BN,2,15,1,0,0,0,NA,6.020120512,NA,8.18e-9,NA,NA,7.718771932,NA,4.266237692,NA,11.98500962,8.772492952,NA,4.725,6.02,2020
2020-10-20,BN,4,30,1,0,0,0,NA,3.830241755,NA,1.17e-7,NA,NA,14.64716529,NA,4.859724545,NA,19.50688984,13.28144513,NA,8.109,3.83,2020
2021-06-22,BN,1,15,1,0,0,0,3.245780432,19.20732953,7.099275927,7.5e-8,96.51168119,NA,17.1122866,3.868741542,-371.753955,168.2829609,-182.489966,26.8470016,8.152592409,31.62,123,2021
2021-06-22,BN,5,12.6875,1,0,0,0,3.339315029,8.535031994,3.633819101,2.35e-8,61.66418643,NA,19.8899993,2.061687066,-15.90185275,93.93370639,99.98354001,26.60369472,5.714613134,1.73438125,73.8,2021
2021-06-22,BN,2,9.4375,1,0,0,0,NA,6.229404173,0.409213863,3.38e-8,10.38662729,NA,10.32628295,0.882453034,-61.83924706,11.50809709,-39.12241399,21.87867763,1.404772732,15.9776875,17,2021
2021-06-22,BN,3,13.5,1,0,0,0,NA,6.383736258,6.842055784,4.84e-8,94.66059785,NA,13.79262649,4.371892563,-257.3182755,84.39980666,-154.7539498,14.75215975,9.38339079,32.2785,108,2021
2021-06-22,BN,4,12.875,1,0,0,0,NA,3.472471921,-0.212791209,2.58e-8,44.65797036,NA,11.1332448,0.771497606,-35.363711,128.4920797,105.0331112,16.87305674,1.276092509,12.4256625,47.9,2021
2021-07-07,BN,2,15.875,1,0,0,0,23.68179083,11.5749064,3.167315297,1.03e-7,157.3868585,NA,18.05817002,4.625942421,10657.43924,231.476675,10911.60003,16.19083877,3.665036273,24.66975,172,2021
2021-07-07,BN,3,6.8125,1,0,0,0,29.58265473,NA,2.095174977,9.78e-8,83.19023195,NA,8.337124776,2.975780761,5703.856783,112.3027069,5827.472395,8.630144987,2.383261536,15.191875,85.3,2021
2021-07-07,BN,1,15,1,0,0,0,NA,7.700235714,2.554663686,2.93e-7,169.0761329,NA,10.06825113,3.736057151,24682.599,212.3295672,24908.73288,5.59175544,3.877710563,36.15,179,2021
2021-07-07,BN,4,11.25,1,0,0,0,NA,2.726533508,1.277331843,1.88e-8,59.19724939,NA,26.65109851,4.486122678,4325.173125,79.49234329,4435.802689,14.00446756,1.940199841,3.7845,63.2,2021
2021-07-07,BN,5,8.1875,1,0,0,0,NA,9.354628901,2.934647987,1.72e-6,47.22753133,NA,6.130796914,2.161842813,9096.880479,44.76351978,9149.936638,9.109100584,2.472820913,22.8513125,59.5,2021
2021-07-20,BN,2,10.75,1,0,0,0,15.2087255,21.38142433,23.81624681,1.25e-7,12.88657694,NA,38.81048561,35.56131661,34.08058433,51.01081616,159.4632027,17.03761917,18.90217291,32.13175,58.1,2021
2021-07-20,BN,1,22.5,1,0,0,0,74.83703121,13.39883105,15.62612364,1.94e-7,87.91411786,NA,32.72102224,47.26768172,54.48567536,293.3068417,427.781221,11.09787996,17.52054999,72.09,117,2021
2021-07-20,BN,3,11.75,1,0,0,0,NA,6.383736258,6.510007964,3.16e-6,215.7216195,NA,3.496448053,43.89103715,39.88143353,341.1120198,428.3809386,5.9008639,35.07547395,25.81475,229,2021
2021-07-20,BN,4,26,1,0,0,0,NA,14.77378963,23.8700292,2.04e-7,102.1936399,NA,42.54728013,98.39190775,53.33296354,255.6079497,449.8801011,13.8835741,36.24582559,72.046,141,2021
2021-07-20,BN,5,33.75,1,0,0,0,NA,16.43870546,13.65137446,7.16e-8,107.9437718,NA,35.6147024,77.92556924,27.83768982,262.2541621,403.6321235,26.38190081,27.72996819,22.258125,138,2021
2021-08-03,BN,1,24.125,1,0,0,0,57.85601996,15.60332459,5.145572028,1.96e-7,16.56674854,NA,15.36279308,11.2269181,54.69867619,19.34868673,100.6370741,11.84112925,6.010533215,55.82525,37.3,2021
2021-08-03,BN,3,33,1,0,0,0,546.9178351,4.06524743,0.860518294,9.45e-8,17.23238431,NA,5.360204342,4.812787927,14.86707951,59.22505347,84.26512525,5.951255664,1.784768724,31.7196,22.2,2021
2021-08-03,BN,2,26.5,1,0,0,0,NA,4.068754978,NA,-3.21e-7,0.708799594,NA,14.181448,NA,34.22723257,1.745308758,50.15398933,6.965989126,NA,48.813,4.78,2021
2021-08-03,BN,4,33.5,1,0,0,0,NA,7.047831898,NA,1.52e-7,NA,NA,34.1365231,NA,38.05546552,NA,72.19198863,5.797742007,NA,57.352,7.05,2021
2021-08-03,BN,5,23.5,1,0,0,0,NA,26.73452624,117.9062057,2.28e-7,79.8764774,NA,61.05398539,62.08631962,48.49148811,344.5483763,516.1801694,4.549195436,28.07967067,43.4515,225,2021
2021-09-22,BN,1,33.25,1,0,0,0,NA,50.51803594,NA,-1.13e-6,4.58192352,NA,34.78016558,NA,10.82708944,21.46395602,67.07121104,21.02517443,NA,12.40225,55.1,2021
2021-09-22,BN,2,34.5,1,0,0,0,NA,95.01945892,NA,1.4e-7,5.544579244,NA,57.61276894,NA,8.805259214,19.39318368,85.81121183,23.33501131,NA,15.732,101,2021
2021-09-22,BN,3,34,1,0,0,0,NA,25.11754689,NA,1.12e-7,5.749970587,NA,28.05828645,NA,5.201629778,25.79038913,59.05030536,18.80735221,NA,17.8704,30.9,2021
2021-09-22,BN,4,29.25,1,0,0,0,NA,23.59994805,NA,3.2e-8,0.754780355,NA,72.78209318,NA,12.96702624,53.02042231,138.7695417,34.90477331,NA,10.111725,24.4,2021
2021-09-22,BN,5,30.25,1,0,0,0,NA,18.31407413,NA,NA,20.65065452,NA,45.94184422,NA,NA,NA,45.94184422,31.22138087,NA,NA,39,2021
2021-10-13,BN,1,29.75,1,0,0,0,NA,25.41218087,1.525783117,4.99e-8,2.951472808,NA,32.30328421,2.423307234,5.379143778,20.12620668,60.23194191,25.93597462,2.673511083,9.7342,29.9,2021
