site,date,epil_gm2,fila_gm2,epil_chla_mgm2,fila_chla_mgm2,GPP,ER,NPP,light,fila_prod_gCd,fila_turnover,epil_prod_gCd,epil_turnover
BM,2021-07-16,16.692709761807453,94.10791340098248,26.057130124300244,217.62950852932784,17.410605211828223,-19.24258058413572,6.491621148706982,0.9609826427666989,4.3235069271730895,10.883284679101305,1.9604272561697336,4.25741626200952
BM,2021-07-17,16.69311276597327,93.10381555993705,26.092564668828807,219.77884060610907,17.96425191065853,-19.463985900234405,6.698050768775383,0.9657940115615286,4.388066702023287,10.608751174749457,1.9729218535087327,4.230555999033994
BM,2021-07-18,16.649064487037037,91.7776623908188,26.105544584677418,220.66182775872252,17.910692072818822,-20.03597819034614,6.678080746377463,0.9590637726739054,4.374994706548056,10.488888392648242,1.9601479400219657,4.246889774771405
BM,2021-07-19,16.558074309853126,90.1353128767946,26.09650770615574,220.1350820601845,7.903985793967728,-15.625832099893406,2.9470360573302905,0.685733601765978,3.1206676945823597,14.441671093861444,1.4010267601533815,5.90926411285691
BM,2021-07-20,16.41807697190727,88.18638743706985,26.065944823020388,218.08168591829445,12.42208119596152,-17.106971392452305,4.631627908481619,0.710059127394697,3.201227541171201,13.773839301158516,1.4490273831165714,5.665205904044143
BM,2021-07-21,16.228103974996746,85.94824838226701,26.014643412343883,214.43923094740816,10.021535494980032,-15.760680088955878,3.7365738278605645,0.7493556246972976,3.3219649571366316,12.936356868789808,1.5262105646396658,5.3164695458742806
BM,2021-07-22,15.990688603597604,83.46067969575789,25.944646017857924,209.2828036573592,12.201928065142766,-16.10008309717298,4.549542840065608,0.9425902754173718,4.078113737015932,10.232755273376505,1.9146055399663018,4.175974703353008
BM,2021-07-23,15.712228459840707,80.78486290451224,25.85935287029785,202.83228102032737,10.42195018852918,-15.62020348160255,3.8858702171170827,0.9583794935388165,4.018624443642335,10.051307858876678,1.940277161219191,4.048964955596288
BM,2021-07-24,15.401956215954865,77.99402724360661,25.763148997713245,195.40656080658647,11.334488819859072,-14.920260248177009,4.226114281357237,0.9518098660202371,3.8449631123075187,10.142363524106637,1.9198078097996998,4.011327628040487
BM,2021-07-25,15.069319700475118,75.15762368738017,25.66056897362073,187.3279308373372,11.05083374026681,-14.181972702172557,4.120352230514323,0.9413131037711301,3.6453520343746577,10.308692134348705,1.8910760432496723,3.984324097982761
BM,2021-07-26,14.723251503239906,72.3373143016245,25.556087746704367,178.89169911774397,9.944170060170125,-13.86081897221262,3.707727783356051,0.8954400066734648,3.311536279624705,10.922017485766826,1.7915934716867719,4.1089822372979725
BM,2021-07-27,14.372074138518258,69.58681751013282,25.454113834926428,170.35909063859023,10.251862189211842,-13.99200221643297,3.8224521543860086,0.8868648536257706,3.1233855136082282,11.139645939790514,1.7673559765977396,4.065981706239316
BM,2021-07-28,14.023451438056282,66.95219006723174,25.3589898029229,161.95395116766971,8.846817383508272,-12.436710558094664,3.2985749850048056,0.870204598963372,2.9135049238730035,11.489973728657771,1.7276745265540787,4.0584760678351435
