Year,DOY,Hour,SW,sitecode,date
2021,290,22,368.82,DL,2021-10-17
2021,290,23,246.3,DL,2021-10-17
2021,291,0,52.512,DL,2021-10-18
2021,291,1,0,DL,2021-10-18
2021,291,2,0,DL,2021-10-18
2021,291,3,0,DL,2021-10-18
2021,291,4,0,DL,2021-10-18
2021,291,5,0,DL,2021-10-18
2021,291,6,0,DL,2021-10-18
2021,291,7,0,DL,2021-10-18
2021,291,8,0,DL,2021-10-18
2021,291,9,0,DL,2021-10-18
2021,291,10,0,DL,2021-10-18
2021,291,11,0,DL,2021-10-18
2021,291,12,0,DL,2021-10-18
2021,291,13,0,DL,2021-10-18
2021,291,14,8.656,DL,2021-10-18
2021,291,15,146.85,DL,2021-10-18
2021,291,16,266.6,DL,2021-10-18
2021,291,17,381.47,DL,2021-10-18
2021,291,18,487.69,DL,2021-10-18
2021,291,19,518.97,DL,2021-10-18
2021,291,20,506.49,DL,2021-10-18
2021,291,21,452.45,DL,2021-10-18
2021,291,22,359.31,DL,2021-10-18
2021,291,23,238.33,DL,2021-10-18
2021,292,0,46.104,DL,2021-10-19
2021,292,1,0,DL,2021-10-19
2021,292,2,0,DL,2021-10-19
2021,292,3,0,DL,2021-10-19
2021,292,4,0,DL,2021-10-19
2021,292,5,0,DL,2021-10-19
2021,292,6,0,DL,2021-10-19
2021,292,7,0,DL,2021-10-19
2021,292,8,0,DL,2021-10-19
2021,292,9,0,DL,2021-10-19
2021,292,10,0,DL,2021-10-19
2021,292,11,0,DL,2021-10-19
2021,292,12,0,DL,2021-10-19
2021,292,13,0,DL,2021-10-19
2021,292,14,4.816,DL,2021-10-19
2021,292,15,145.31,DL,2021-10-19
2021,292,16,266.57,DL,2021-10-19
2021,292,17,382.66,DL,2021-10-19
2021,292,18,482.76,DL,2021-10-19
2021,292,19,513.86,DL,2021-10-19
2021,292,20,501.3,DL,2021-10-19
2021,292,21,443.17,DL,2021-10-19
2021,292,22,350.96,DL,2021-10-19
2021,292,23,231.18,DL,2021-10-19
2021,293,0,38.104,DL,2021-10-20
2021,293,1,0,DL,2021-10-20
2021,293,2,0,DL,2021-10-20
2021,293,3,0,DL,2021-10-20
2021,293,4,0,DL,2021-10-20
2021,293,5,0,DL,2021-10-20
2021,293,6,0,DL,2021-10-20
2021,293,7,0,DL,2021-10-20
2021,293,8,0,DL,2021-10-20
2021,293,9,0,DL,2021-10-20
2021,293,10,0,DL,2021-10-20
2021,293,11,0,DL,2021-10-20
2021,293,12,0,DL,2021-10-20
2021,293,13,0,DL,2021-10-20
2021,293,14,2.976,DL,2021-10-20
2021,293,15,141.64,DL,2021-10-20
2021,293,16,262.69,DL,2021-10-20
2021,293,17,378.33,DL,2021-10-20
2021,293,18,461.03,DL,2021-10-20
2021,293,19,490.9,DL,2021-10-20
2021,293,20,478.7,DL,2021-10-20
2021,293,21,368.12,DL,2021-10-20
2021,293,22,290.7,DL,2021-10-20
2021,293,23,190.14,DL,2021-10-20
2021,294,0,21.112,DL,2021-10-21
2021,294,1,0,DL,2021-10-21
2021,294,2,0,DL,2021-10-21
2021,294,3,0,DL,2021-10-21
2021,294,4,0,DL,2021-10-21
2021,294,5,0,DL,2021-10-21
2021,294,6,0,DL,2021-10-21
2021,294,7,0,DL,2021-10-21
2021,294,8,0,DL,2021-10-21
2021,294,9,0,DL,2021-10-21
2021,294,10,0,DL,2021-10-21
2021,294,11,0,DL,2021-10-21
2021,294,12,0,DL,2021-10-21
2021,294,13,0,DL,2021-10-21
2021,294,14,0.256,DL,2021-10-21
2021,294,15,128.42,DL,2021-10-21
2021,294,16,240.85,DL,2021-10-21
2021,294,17,348.07,DL,2021-10-21
2021,294,18,462.14,DL,2021-10-21
2021,294,19,492.24,DL,2021-10-21
2021,294,20,479.82,DL,2021-10-21
2021,294,21,421.43,DL,2021-10-21
2021,294,22,331.86,DL,2021-10-21
2021,294,23,215.49,DL,2021-10-21
2021,295,0,34.536,DL,2021-10-22
2021,295,1,0,DL,2021-10-22
2021,295,2,0,DL,2021-10-22
2021,295,3,0,DL,2021-10-22
2021,295,4,0,DL,2021-10-22
2021,295,5,0,DL,2021-10-22
2021,295,6,0,DL,2021-10-22
2021,295,7,0,DL,2021-10-22
2021,295,8,0,DL,2021-10-22
2021,295,9,0,DL,2021-10-22
2021,295,10,0,DL,2021-10-22
2021,295,11,0,DL,2021-10-22
2021,295,12,0,DL,2021-10-22
2021,295,13,0,DL,2021-10-22
2021,295,14,0,DL,2021-10-22
2021,295,15,130.53,DL,2021-10-22
2021,295,16,247.72,DL,2021-10-22
2021,295,17,359.27,DL,2021-10-22
2021,295,18,244.25,DL,2021-10-22
2021,295,19,260.25,DL,2021-10-22
2021,295,20,253.59,DL,2021-10-22
2021,295,21,264.96,DL,2021-10-22
2021,295,22,208.03,DL,2021-10-22
2021,295,23,134.1,DL,2021-10-22
2021,296,0,29.984,DL,2021-10-23
2021,296,1,0,DL,2021-10-23
2021,296,2,0,DL,2021-10-23
2021,296,3,0,DL,2021-10-23
2021,296,4,0,DL,2021-10-23
2021,296,5,0,DL,2021-10-23
2021,296,6,0,DL,2021-10-23
2021,296,7,0,DL,2021-10-23
2021,296,8,0,DL,2021-10-23
2021,296,9,0,DL,2021-10-23
2021,296,10,0,DL,2021-10-23
2021,296,11,0,DL,2021-10-23
2021,296,12,0,DL,2021-10-23
2021,296,13,0,DL,2021-10-23
2021,296,14,0,DL,2021-10-23
2021,296,15,93.776,DL,2021-10-23
2021,296,16,180.15,DL,2021-10-23
2021,296,17,262.22,DL,2021-10-23
2021,296,18,354.28,DL,2021-10-23
2021,296,19,377.65,DL,2021-10-23
2021,296,20,367.83,DL,2021-10-23
2021,296,21,255.48,DL,2021-10-23
2021,296,22,200,DL,2021-10-23
2021,296,23,127.95,DL,2021-10-23
2021,297,0,20.448,DL,2021-10-24
2021,297,1,0,DL,2021-10-24
2021,297,2,0,DL,2021-10-24
2021,297,3,0,DL,2021-10-24
2021,297,4,0,DL,2021-10-24
2021,297,5,0,DL,2021-10-24
2021,297,6,0,DL,2021-10-24
2021,297,7,0,DL,2021-10-24
2021,297,8,0,DL,2021-10-24
2021,297,9,0,DL,2021-10-24
2021,297,10,0,DL,2021-10-24
2021,297,11,0,DL,2021-10-24
2021,297,12,0,DL,2021-10-24
2021,297,13,0,DL,2021-10-24
2021,297,14,0,DL,2021-10-24
2021,297,15,125.6,DL,2021-10-24
2021,297,16,244.43,DL,2021-10-24
2021,297,17,357.12,DL,2021-10-24
2021,297,18,428.16,DL,2021-10-24
2021,297,19,456.58,DL,2021-10-24
2021,297,20,444.55,DL,2021-10-24
2021,297,21,362.29,DL,2021-10-24
2021,297,22,282.8,DL,2021-10-24
2021,297,23,179.54,DL,2021-10-24
2021,298,0,22.636,DL,2021-10-25
2021,298,1,0,DL,2021-10-25
2021,298,2,0,DL,2021-10-25
2021,298,3,0,DL,2021-10-25
2021,298,4,0,DL,2021-10-25
2021,298,5,0,DL,2021-10-25
2021,298,6,0,DL,2021-10-25
2021,298,7,0,DL,2021-10-25
2021,298,8,0,DL,2021-10-25
2021,298,9,0,DL,2021-10-25
2021,298,10,0,DL,2021-10-25
2021,298,11,0,DL,2021-10-25
2021,298,12,0,DL,2021-10-25
2021,298,13,0,DL,2021-10-25
2021,298,14,0,DL,2021-10-25
2021,298,15,63.168,DL,2021-10-25
2021,298,16,124.6,DL,2021-10-25
2021,298,17,182.74,DL,2021-10-25
2021,298,18,248.07,DL,2021-10-25
2021,298,19,264.66,DL,2021-10-25
2021,298,20,257.6,DL,2021-10-25
2021,298,21,279.47,DL,2021-10-25
2021,298,22,217.52,DL,2021-10-25
2021,298,23,137.01,DL,2021-10-25
2021,299,0,22.672,DL,2021-10-26
2021,299,1,0,DL,2021-10-26
2021,299,2,0,DL,2021-10-26
2021,299,3,0,DL,2021-10-26
2021,299,4,0,DL,2021-10-26
2021,299,5,0,DL,2021-10-26
2021,299,6,0,DL,2021-10-26
2021,299,7,0,DL,2021-10-26
2021,299,8,0,DL,2021-10-26
2021,299,9,0,DL,2021-10-26
2021,299,10,0,DL,2021-10-26
2021,299,11,0,DL,2021-10-26
2021,299,12,0,DL,2021-10-26
2021,299,13,0,DL,2021-10-26
2021,299,14,0,DL,2021-10-26
2021,299,15,95.456,DL,2021-10-26
2021,299,16,190.92,DL,2021-10-26
2021,299,17,281.15,DL,2021-10-26
2021,299,18,295.93,DL,2021-10-26
2021,299,19,315.86,DL,2021-10-26
2021,299,20,307.33,DL,2021-10-26
2021,299,21,215.45,DL,2021-10-26
2021,299,22,167.2,DL,2021-10-26
2021,299,23,104.47,DL,2021-10-26
2021,300,0,15.272,DL,2021-10-27
2021,300,1,0,DL,2021-10-27
2021,300,2,0,DL,2021-10-27
2021,300,3,0,DL,2021-10-27
2021,300,4,0,DL,2021-10-27
2021,300,5,0,DL,2021-10-27
2021,300,6,0,DL,2021-10-27
2021,300,7,0,DL,2021-10-27
2021,300,8,0,DL,2021-10-27
2021,300,9,0,DL,2021-10-27
2021,300,10,0,DL,2021-10-27
2021,300,11,0,DL,2021-10-27
2021,300,12,0,DL,2021-10-27
2021,300,13,0,DL,2021-10-27
2021,300,14,0,DL,2021-10-27
2021,300,15,82.16,DL,2021-10-27
2021,300,16,166.76,DL,2021-10-27
2021,300,17,246.58,DL,2021-10-27
2021,300,18,297.67,DL,2021-10-27
2021,300,19,317.85,DL,2021-10-27
2021,300,20,309.16,DL,2021-10-27
2021,300,21,231.66,DL,2021-10-27
2021,300,22,179.23,DL,2021-10-27
2021,300,23,111.09,DL,2021-10-27
2021,301,0,15.844,DL,2021-10-28
2021,301,1,0,DL,2021-10-28
2021,301,2,0,DL,2021-10-28
2021,301,3,0,DL,2021-10-28
2021,301,4,0,DL,2021-10-28
2021,301,5,0,DL,2021-10-28
2021,301,6,0,DL,2021-10-28
2021,301,7,0,DL,2021-10-28
2021,301,8,0,DL,2021-10-28
2021,301,9,0,DL,2021-10-28
2021,301,10,0,DL,2021-10-28
2021,301,11,0,DL,2021-10-28
2021,301,12,0,DL,2021-10-28
2021,301,13,0,DL,2021-10-28
2021,301,14,0,DL,2021-10-28
2021,301,15,49.984,DL,2021-10-28
2021,301,16,103.05,DL,2021-10-28
2021,301,17,153.01,DL,2021-10-28
2021,301,18,113.99,DL,2021-10-28
2021,301,19,121.78,DL,2021-10-28
2021,301,20,118.42,DL,2021-10-28
2021,301,21,204.88,DL,2021-10-28
2021,301,22,158.05,DL,2021-10-28
2021,301,23,97.144,DL,2021-10-28
2021,302,0,14.348,DL,2021-10-29
2021,302,1,0,DL,2021-10-29
2021,302,2,0,DL,2021-10-29
2021,302,3,0,DL,2021-10-29
2021,302,4,0,DL,2021-10-29
2021,302,5,0,DL,2021-10-29
2021,302,6,0,DL,2021-10-29
2021,302,7,0,DL,2021-10-29
2021,302,8,0,DL,2021-10-29
2021,302,9,0,DL,2021-10-29
2021,302,10,0,DL,2021-10-29
2021,302,11,0,DL,2021-10-29
2021,302,12,0,DL,2021-10-29
2021,302,13,0,DL,2021-10-29
2021,302,14,0,DL,2021-10-29
2021,302,15,101.02,DL,2021-10-29
2021,302,16,211.66,DL,2021-10-29
2021,302,17,315.63,DL,2021-10-29
2021,302,18,393.53,DL,2021-10-29
2021,302,19,420.67,DL,2021-10-29
2021,302,20,408.93,DL,2021-10-29
2021,302,21,275.44,DL,2021-10-29
2021,302,22,211.82,DL,2021-10-29
2021,302,23,129.1,DL,2021-10-29
2021,303,0,11.044,DL,2021-10-30
2021,303,1,0,DL,2021-10-30
2021,303,2,0,DL,2021-10-30
2021,303,3,0,DL,2021-10-30
2021,303,4,0,DL,2021-10-30
2021,303,5,0,DL,2021-10-30
2021,303,6,0,DL,2021-10-30
2021,303,7,0,DL,2021-10-30
2021,303,8,0,DL,2021-10-30
2021,303,9,0,DL,2021-10-30
2021,303,10,0,DL,2021-10-30
2021,303,11,0,DL,2021-10-30
2021,303,12,0,DL,2021-10-30
2021,303,13,0,DL,2021-10-30
2021,303,14,0,DL,2021-10-30
2021,303,15,106.82,DL,2021-10-30
2021,303,16,227.64,DL,2021-10-30
2021,303,17,340.99,DL,2021-10-30
2021,303,18,443.36,DL,2021-10-30
2021,303,19,474.18,DL,2021-10-30
2021,303,20,460.83,DL,2021-10-30
2021,303,21,393.71,DL,2021-10-30
2021,303,22,301.87,DL,2021-10-30
2021,303,23,182.4,DL,2021-10-30
2021,304,0,11.984,DL,2021-10-31
2021,304,1,0,DL,2021-10-31
2021,304,2,0,DL,2021-10-31
2021,304,3,0,DL,2021-10-31
2021,304,4,0,DL,2021-10-31
2021,304,5,0,DL,2021-10-31
2021,304,6,0,DL,2021-10-31
2021,304,7,0,DL,2021-10-31
2021,304,8,0,DL,2021-10-31
2021,304,9,0,DL,2021-10-31
2021,304,10,0,DL,2021-10-31
2021,304,11,0,DL,2021-10-31
2021,304,12,0,DL,2021-10-31
2021,304,13,0,DL,2021-10-31
2021,304,14,0,DL,2021-10-31
2021,304,15,104.4,DL,2021-10-31
2021,304,16,226.53,DL,2021-10-31
2021,304,17,340.9,DL,2021-10-31
2021,304,18,441.73,DL,2021-10-31
2021,304,19,472.72,DL,2021-10-31
2021,304,20,459.29,DL,2021-10-31
2021,304,21,389.84,DL,2021-10-31
2021,304,22,298,DL,2021-10-31
2021,304,23,178.49,DL,2021-10-31
2021,305,0,11.488,DL,2021-11-01
2021,305,1,0,DL,2021-11-01
2021,305,2,0,DL,2021-11-01
2021,305,3,0,DL,2021-11-01
2021,305,4,0,DL,2021-11-01
2021,305,5,0,DL,2021-11-01
2021,305,6,0,DL,2021-11-01
2021,305,7,0,DL,2021-11-01
2021,305,8,0,DL,2021-11-01
2021,305,9,0,DL,2021-11-01
2021,305,10,0,DL,2021-11-01
2021,305,11,0,DL,2021-11-01
2021,305,12,0,DL,2021-11-01
2021,305,13,0,DL,2021-11-01
2021,305,14,0,DL,2021-11-01
2021,305,15,105.1,DL,2021-11-01
2021,305,16,232.39,DL,2021-11-01
2021,305,17,333.18,DL,2021-11-01
2021,305,18,422.5,DL,2021-11-01
2021,305,19,452.6,DL,2021-11-01
2021,305,20,439.07,DL,2021-11-01
2021,305,21,372.64,DL,2021-11-01
2021,305,22,286.46,DL,2021-11-01
2021,305,23,170.06,DL,2021-11-01
2021,306,0,8.624,DL,2021-11-02
2021,306,1,0,DL,2021-11-02
2021,306,2,0,DL,2021-11-02
2021,306,3,0,DL,2021-11-02
2021,306,4,0,DL,2021-11-02
2021,306,5,0,DL,2021-11-02
2021,306,6,0,DL,2021-11-02
2021,306,7,0,DL,2021-11-02
2021,306,8,0,DL,2021-11-02
2021,306,9,0,DL,2021-11-02
2021,306,10,0,DL,2021-11-02
2021,306,11,0,DL,2021-11-02
2021,306,12,0,DL,2021-11-02
2021,306,13,0,DL,2021-11-02
2021,306,14,0,DL,2021-11-02
2021,306,15,95.264,DL,2021-11-02
2021,306,16,214.84,DL,2021-11-02
2021,306,17,309.53,DL,2021-11-02
2021,306,18,267.29,DL,2021-11-02
2021,306,19,286.5,DL,2021-11-02
2021,306,20,277.88,DL,2021-11-02
2021,306,21,231.6,DL,2021-11-02
2021,306,22,177.5,DL,2021-11-02
2021,306,23,104.42,DL,2021-11-02
2021,307,0,6.184,DL,2021-11-03
2021,307,1,0,DL,2021-11-03
2021,307,2,0,DL,2021-11-03
2021,307,3,0,DL,2021-11-03
2021,307,4,0,DL,2021-11-03
2021,307,5,0,DL,2021-11-03
2021,307,6,0,DL,2021-11-03
2021,307,7,0,DL,2021-11-03
2021,307,8,0,DL,2021-11-03
2021,307,9,0,DL,2021-11-03
2021,307,10,0,DL,2021-11-03
2021,307,11,0,DL,2021-11-03
2021,307,12,0,DL,2021-11-03
2021,307,13,0,DL,2021-11-03
2021,307,14,0,DL,2021-11-03
2021,307,15,63.776,DL,2021-11-03
2021,307,16,146.85,DL,2021-11-03
2021,307,17,212.63,DL,2021-11-03
2021,307,18,320.9,DL,2021-11-03
2021,307,19,344.21,DL,2021-11-03
2021,307,20,333.78,DL,2021-11-03
2021,307,21,299.7,DL,2021-11-03
2021,307,22,228.99,DL,2021-11-03
2021,307,23,133.47,DL,2021-11-03
2021,308,0,5.216,DL,2021-11-04
2021,308,1,0,DL,2021-11-04
2021,308,2,0,DL,2021-11-04
2021,308,3,0,DL,2021-11-04
2021,308,4,0,DL,2021-11-04
2021,308,5,0,DL,2021-11-04
2021,308,6,0,DL,2021-11-04
2021,308,7,0,DL,2021-11-04
2021,308,8,0,DL,2021-11-04
2021,308,9,0,DL,2021-11-04
2021,308,10,0,DL,2021-11-04
2021,308,11,0,DL,2021-11-04
2021,308,12,0,DL,2021-11-04
2021,308,13,0,DL,2021-11-04
2021,308,14,0,DL,2021-11-04
2021,308,15,75.504,DL,2021-11-04
2021,308,16,177.74,DL,2021-11-04
2021,308,17,258.71,DL,2021-11-04
2021,308,18,258.43,DL,2021-11-04
2021,308,19,277.39,DL,2021-11-04
2021,308,20,268.93,DL,2021-11-04
2021,308,21,242.59,DL,2021-11-04
2021,308,22,184.8,DL,2021-11-04
2021,308,23,106.7,DL,2021-11-04
2021,309,0,4.116,DL,2021-11-05
2021,309,1,0,DL,2021-11-05
2021,309,2,0,DL,2021-11-05
2021,309,3,0,DL,2021-11-05
2021,309,4,0,DL,2021-11-05
2021,309,5,0,DL,2021-11-05
2021,309,6,0,DL,2021-11-05
2021,309,7,0,DL,2021-11-05
2021,309,8,0,DL,2021-11-05
2021,309,9,0,DL,2021-11-05
2021,309,10,0,DL,2021-11-05
2021,309,11,0,DL,2021-11-05
2021,309,12,0,DL,2021-11-05
2021,309,13,0,DL,2021-11-05
2021,309,14,0,DL,2021-11-05
2021,309,15,88.256,DL,2021-11-05
2021,309,16,212.65,DL,2021-11-05
2021,309,17,311.19,DL,2021-11-05
2021,309,18,378.49,DL,2021-11-05
2021,309,19,406.55,DL,2021-11-05
2021,309,20,394.11,DL,2021-11-05
2021,309,21,263.46,DL,2021-11-05
2021,309,22,200.08,DL,2021-11-05
2021,309,23,114.44,DL,2021-11-05
2021,310,0,2.94,DL,2021-11-06
2021,310,1,0,DL,2021-11-06
2021,310,2,0,DL,2021-11-06
2021,310,3,0,DL,2021-11-06
2021,310,4,0,DL,2021-11-06
2021,310,5,0,DL,2021-11-06
2021,310,6,0,DL,2021-11-06
2021,310,7,0,DL,2021-11-06
2021,310,8,0,DL,2021-11-06
2021,310,9,0,DL,2021-11-06
2021,310,10,0,DL,2021-11-06
2021,310,11,0,DL,2021-11-06
2021,310,12,0,DL,2021-11-06
2021,310,13,0,DL,2021-11-06
2021,310,14,0,DL,2021-11-06
2021,310,15,64.976,DL,2021-11-06
2021,310,16,160.44,DL,2021-11-06
2021,310,17,236.08,DL,2021-11-06
2021,310,18,236.9,DL,2021-11-06
2021,310,19,254.67,DL,2021-11-06
2021,310,20,246.84,DL,2021-11-06
2021,310,21,192.21,DL,2021-11-06
2021,310,22,145.54,DL,2021-11-06
2021,310,23,82.448,DL,2021-11-06
2021,311,0,1.912,DL,2021-11-07
2021,311,1,0,DL,2021-11-07
2021,311,2,0,DL,2021-11-07
2021,311,3,0,DL,2021-11-07
2021,311,4,0,DL,2021-11-07
2021,311,5,0,DL,2021-11-07
2021,311,6,0,DL,2021-11-07
2021,311,7,0,DL,2021-11-07
2021,311,8,0,DL,2021-11-07
2021,311,9,0,DL,2021-11-07
2021,311,10,0,DL,2021-11-07
2021,311,11,0,DL,2021-11-07
2021,311,12,0,DL,2021-11-07
2021,311,13,0,DL,2021-11-07
2021,311,14,0,DL,2021-11-07
2021,311,15,74.928,DL,2021-11-07
2021,311,16,189.92,DL,2021-11-07
2021,311,17,281.05,DL,2021-11-07
2021,311,18,275.27,DL,2021-11-07
2021,311,19,296.13,DL,2021-11-07
2021,311,20,287.01,DL,2021-11-07
2021,311,21,218.26,DL,2021-11-07
2021,311,22,164.75,DL,2021-11-07
2021,311,23,92.424,DL,2021-11-07
2021,312,0,0,DL,2021-11-08
2021,312,1,0,DL,2021-11-08
2021,312,2,0,DL,2021-11-08
2021,312,3,0,DL,2021-11-08
2021,312,4,0,DL,2021-11-08
2021,312,5,0,DL,2021-11-08
2021,312,6,0,DL,2021-11-08
2021,312,7,0,DL,2021-11-08
2021,312,8,0,DL,2021-11-08
2021,312,9,0,DL,2021-11-08
2021,312,10,0,DL,2021-11-08
2021,312,11,0,DL,2021-11-08
2021,312,12,0,DL,2021-11-08
2021,312,13,0,DL,2021-11-08
2021,312,14,0,DL,2021-11-08
2021,312,15,79.184,DL,2021-11-08
2021,312,16,206.39,DL,2021-11-08
2021,312,17,307.17,DL,2021-11-08
2021,312,18,395.04,DL,2021-11-08
2021,312,19,425.34,DL,2021-11-08
2021,312,20,412.2,DL,2021-11-08
2021,312,21,348.59,DL,2021-11-08
2021,312,22,262.34,DL,2021-11-08
2021,312,23,145.74,DL,2021-11-08
2021,313,0,0,DL,2021-11-09
2021,313,1,0,DL,2021-11-09
2021,313,2,0,DL,2021-11-09
2021,313,3,0,DL,2021-11-09
2021,313,4,0,DL,2021-11-09
2021,313,5,0,DL,2021-11-09
2021,313,6,0,DL,2021-11-09
2021,313,7,0,DL,2021-11-09
2021,313,8,0,DL,2021-11-09
2021,313,9,0,DL,2021-11-09
2021,313,10,0,DL,2021-11-09
2021,313,11,0,DL,2021-11-09
2021,313,12,0,DL,2021-11-09
2021,313,13,0,DL,2021-11-09
2021,313,14,0,DL,2021-11-09
2021,313,15,41.872,DL,2021-11-09
2021,313,16,112.4,DL,2021-11-09
2021,313,17,168.28,DL,2021-11-09
2021,313,18,191.55,DL,2021-11-09
2021,313,19,206.42,DL,2021-11-09
2021,313,20,200.03,DL,2021-11-09
2021,313,21,201.57,DL,2021-11-09
2021,313,22,151.25,DL,2021-11-09
2021,313,23,83.184,DL,2021-11-09
2021,314,0,0,DL,2021-11-10
2021,314,1,0,DL,2021-11-10
2021,314,2,0,DL,2021-11-10
2021,314,3,0,DL,2021-11-10
2021,314,4,0,DL,2021-11-10
2021,314,5,0,DL,2021-11-10
2021,314,6,0,DL,2021-11-10
2021,314,7,0,DL,2021-11-10
2021,314,8,0,DL,2021-11-10
2021,314,9,0,DL,2021-11-10
2021,314,10,0,DL,2021-11-10
2021,314,11,0,DL,2021-11-10
2021,314,12,0,DL,2021-11-10
2021,314,13,0,DL,2021-11-10
2021,314,14,0,DL,2021-11-10
2021,314,15,49.472,DL,2021-11-10
2021,314,16,137.01,DL,2021-11-10
2021,314,17,206.42,DL,2021-11-10
2021,314,18,246.89,DL,2021-11-10
2021,314,19,266.3,DL,2021-11-10
2021,314,20,258.03,DL,2021-11-10
2021,314,21,195.81,DL,2021-11-10
2021,314,22,146.5,DL,2021-11-10
2021,314,23,79.768,DL,2021-11-10
2021,315,0,0,DL,2021-11-11
2021,315,1,0,DL,2021-11-11
2021,315,2,0,DL,2021-11-11
2021,315,3,0,DL,2021-11-11
2021,315,4,0,DL,2021-11-11
2021,315,5,0,DL,2021-11-11
2021,315,6,0,DL,2021-11-11
2021,315,7,0,DL,2021-11-11
2021,315,8,0,DL,2021-11-11
2021,315,9,0,DL,2021-11-11
2021,315,10,0,DL,2021-11-11
2021,315,11,0,DL,2021-11-11
2021,315,12,0,DL,2021-11-11
2021,315,13,0,DL,2021-11-11
2021,315,14,0,DL,2021-11-11
2021,315,15,45.488,DL,2021-11-11
2021,315,16,130.26,DL,2021-11-11
2021,315,17,197.5,DL,2021-11-11
2021,315,18,151.1,DL,2021-11-11
2021,315,19,163.13,DL,2021-11-11
2021,315,20,158.07,DL,2021-11-11
2021,315,21,255.82,DL,2021-11-11
2021,315,22,190.82,DL,2021-11-11
2021,315,23,102.86,DL,2021-11-11
2021,316,0,0,DL,2021-11-12
2021,316,1,0,DL,2021-11-12
2021,316,2,0,DL,2021-11-12
2021,316,3,0,DL,2021-11-12
2021,316,4,0,DL,2021-11-12
2021,316,5,0,DL,2021-11-12
2021,316,6,0,DL,2021-11-12
2021,316,7,0,DL,2021-11-12
2021,316,8,0,DL,2021-11-12
2021,316,9,0,DL,2021-11-12
2021,316,10,0,DL,2021-11-12
2021,316,11,0,DL,2021-11-12
2021,316,12,0,DL,2021-11-12
2021,316,13,0,DL,2021-11-12
2021,316,14,0,DL,2021-11-12
2021,316,15,30.656,DL,2021-11-12
2021,316,16,90.98,DL,2021-11-12
2021,316,17,138.82,DL,2021-11-12
2021,316,18,221.58,DL,2021-11-12
2021,316,19,239.43,DL,2021-11-12
2021,316,20,232,DL,2021-11-12
2021,316,21,177.58,DL,2021-11-12
2021,316,22,132.08,DL,2021-11-12
2021,316,23,70.472,DL,2021-11-12
2021,317,0,0,DL,2021-11-13
2021,317,1,0,DL,2021-11-13
2021,317,2,0,DL,2021-11-13
2021,317,3,0,DL,2021-11-13
2021,317,4,0,DL,2021-11-13
2021,317,5,0,DL,2021-11-13
2021,317,6,0,DL,2021-11-13
2021,317,7,0,DL,2021-11-13
2021,317,8,0,DL,2021-11-13
2021,317,9,0,DL,2021-11-13
2021,317,10,0,DL,2021-11-13
2021,317,11,0,DL,2021-11-13
2021,317,12,0,DL,2021-11-13
2021,317,13,0,DL,2021-11-13
2021,317,14,0,DL,2021-11-13
2021,317,15,57.232,DL,2021-11-13
2021,317,16,176.52,DL,2021-11-13
2021,317,17,271.17,DL,2021-11-13
2021,317,18,365.63,DL,2021-11-13
2021,317,19,395.46,DL,2021-11-13
2021,317,20,383.21,DL,2021-11-13
2021,317,21,257.28,DL,2021-11-13
2021,317,22,190.8,DL,2021-11-13
2021,317,23,100.78,DL,2021-11-13
2021,318,0,0,DL,2021-11-14
2021,318,1,0,DL,2021-11-14
2021,318,2,0,DL,2021-11-14
2021,318,3,0,DL,2021-11-14
2021,318,4,0,DL,2021-11-14
2021,318,5,0,DL,2021-11-14
2021,318,6,0,DL,2021-11-14
2021,318,7,0,DL,2021-11-14
2021,318,8,0,DL,2021-11-14
2021,318,9,0,DL,2021-11-14
2021,318,10,0,DL,2021-11-14
2021,318,11,0,DL,2021-11-14
2021,318,12,0,DL,2021-11-14
2021,318,13,0,DL,2021-11-14
2021,318,14,0,DL,2021-11-14
2021,318,15,30.192,DL,2021-11-14
2021,318,16,97.04,DL,2021-11-14
2021,318,17,150.1,DL,2021-11-14
2021,318,18,318.86,DL,2021-11-14
2021,318,19,345.22,DL,2021-11-14
2021,318,20,334.55,DL,2021-11-14
2021,318,21,278.69,DL,2021-11-14
2021,318,22,206.1,DL,2021-11-14
2021,318,23,107.74,DL,2021-11-14
2021,319,0,0,DL,2021-11-15
2021,319,1,0,DL,2021-11-15
2021,319,2,0,DL,2021-11-15
2021,319,3,0,DL,2021-11-15
2021,319,4,0,DL,2021-11-15
2021,319,5,0,DL,2021-11-15
2021,319,6,0,DL,2021-11-15
2021,319,7,0,DL,2021-11-15
2021,319,8,0,DL,2021-11-15
2021,319,9,0,DL,2021-11-15
2021,319,10,0,DL,2021-11-15
2021,319,11,0,DL,2021-11-15
2021,319,12,0,DL,2021-11-15
2021,319,13,0,DL,2021-11-15
2021,319,14,0,DL,2021-11-15
2021,319,15,50.672,DL,2021-11-15
2021,319,16,170.27,DL,2021-11-15
2021,319,17,265.21,DL,2021-11-15
2021,319,18,347.12,DL,2021-11-15
2021,319,19,376.22,DL,2021-11-15
2021,319,20,364.64,DL,2021-11-15
2021,319,21,299.89,DL,2021-11-15
2021,319,22,221.15,DL,2021-11-15
2021,319,23,114.42,DL,2021-11-15
2021,320,0,0,DL,2021-11-16
2021,320,1,0,DL,2021-11-16
2021,320,2,0,DL,2021-11-16
2021,320,3,0,DL,2021-11-16
2021,320,4,0,DL,2021-11-16
2021,320,5,0,DL,2021-11-16
2021,320,6,0,DL,2021-11-16
